id,housetitle,address,quxian,shangquan,sqpinyin,money,lng,lat,geocode_status,community_type,population,built_year,area_m2,supply,price_per_m2,res_building_dist_deg,res_building_dist_m,res_building_area_m2,res_building_type,pop_by_area,density_adj,population_est
241,碧海湾,深圳市南山区工业八路68号,南山,蛇口,蛇口,315,113.909985,22.490741,OK,commodity_housing,3262,2003,25844.6,1.46,121.9165807468444,0.0005188350845795,57.59069438833218,1290.9644752469153,house,1612,1.0,1766
242,金湾邸,深圳市南山区海滨社区62号,南山,蛇口,蛇口,418,113.919725,22.472712,OK,commodity_housing,9289,2001,33828.41,1.573,123.83233201151968,0.0087722135364262,973.7157025433156,383.0353459056059,yes,2110,1.0,2312
243,银湖公馆,深圳市南山区望海路189号,南山,蛇口,蛇口,61,113.90424,22.487167,OK,urban_village,3292,2008,15430.05,1.492,39.974462704430266,0.0003257941530564,36.1631509892637,286.0135906708305,detached,962,1.8,1896
244,玉泉花园,深圳市南山区兴华路182号,南山,蛇口,蛇口,1954,113.925259,22.492423,OK,high_end,2227,1999,76907.71,0.915,254.1675684196063,0.0014929290350621,165.71512289190304,243.67661249289063,yes,4798,0.7,3679
245,宝安邨,深圳市南山区海滨社区179号,南山,蛇口,蛇口,637,113.886264,22.495729,OK,commodity_housing,1905,1997,52496.27,1.357,121.4188013614428,0.0017067160568623,189.4454823117237,1610.0639260934515,yes,3275,1.0,3588
246,瑞景村,深圳市南山区望海路145号,南山,蛇口,蛇口,863,113.90501,22.500769,OK,high_end,1693,2000,29009.81,1.314,297.5760469283157,0.0038248341797066,424.5565939474354,183.63227355532325,yes,1809,0.7,1387
247,盛世苑,深圳市南山区海滨社区84号,南山,蛇口,蛇口,81,113.918633,22.491734,OK,urban_village,9416,2000,22281.63,1.345,36.743594074767095,0.0005731241757889,63.616783512572255,363.9011567071484,apartments,1390,1.8,2741
248,雅居居,深圳市南山区望海路90号,南山,蛇口,蛇口,372,113.907447,22.500446,OK,high_end,2825,1999,13464.78,1.333,276.5886918917586,0.0033261055195838,369.1977126738025,472.579161846228,apartments,840,0.7,644
249,锦绣园,深圳市南山区海滨社区51号,南山,蛇口,蛇口,916,113.893334,22.490536,OK,high_end,7876,2000,37791.05,1.142,242.5599774176702,0.0041435484581499,459.9338788546393,686.4645578044343,yes,2357,0.7,1806
250,绿景湾,深圳市南山区海滨社区1号,南山,蛇口,蛇口,89,113.914466,22.478154,OK,urban_village,6292,2002,18468.42,1.336,48.23566736182785,0.0034389273692415,381.7209379858076,4588.516384421878,yes,1152,1.8,2271
251,振业邸,深圳市南山区海滨社区8号,南山,蛇口,蛇口,451,113.88995,22.499642,OK,commodity_housing,4811,2008,30770.93,1.394,146.78231893095284,0.0005587565790197,62.02198027119561,376.7911998759731,house,1919,1.0,2102
252,金成公馆,深圳市南山区太子路194号,南山,蛇口,蛇口,1911,113.904034,22.48796,OK,high_end,4552,2012,68071.13,1.172,280.7396590932346,0.001130908258269,125.5308166678686,286.0135906708305,detached,4246,0.7,3256
253,星海花园,深圳市南山区望海路167号,南山,蛇口,蛇口,1014,113.893846,22.470759,OK,high_end,2435,2004,62582.46,1.185,162.02700211228552,0.0008469696644544,94.01363275444,4996.316190707014,yes,3904,0.7,2993
254,金地邨,深圳市南山区工业八路118号,南山,蛇口,蛇口,1625,113.890219,22.496424,OK,high_end,3997,1998,72162.73,1.341,225.323041494298,0.0022228849752107,246.74023224839357,639.174845022043,yes,4502,0.7,3452
255,华润村,深圳市南山区望海路12号,南山,蛇口,蛇口,153,113.906882,22.490565,OK,urban_village,13577,1999,33652.94,1.552,45.5003157279839,9.268508510432577e-05,10.28804444658016,403.8305833531172,house,2099,1.8,4139
256,中海苑,深圳市南山区望海路23号,南山,蛇口,蛇口,155,113.900607,22.499667,OK,commodity_housing,3498,2005,13061.74,1.16,119.10496775152978,0.0002920675250719,32.419495282982616,69.22015684402432,yes,814,1.0,891
257,万科居,深圳市南山区兴华路108号,南山,蛇口,蛇口,216,113.904686,22.486461,OK,commodity_housing,4158,1999,15433.03,1.38,140.32197464428066,0.0001994278511809,22.136491481083286,235.8763646627059,detached,962,1.0,1054
258,招商园,深圳市南山区望海路118号,南山,蛇口,蛇口,63,113.910154,22.468382,OK,urban_village,6960,2014,18454.96,1.359,34.27931058594069,0.0046578845084015,517.0251804325758,1039.0209777763375,retail,1151,1.8,2269
259,华侨城湾,深圳市南山区海滨社区188号,南山,蛇口,蛇口,42,113.899259,22.471456,OK,urban_village,1806,1995,14887.25,1.288,28.86149368058309,0.0001463424152079,16.244008088079813,2184.25394502079,yes,928,1.8,1830
260,花样年邸,深圳市南山区太子路176号,南山,蛇口,蛇口,70,113.903878,22.488116,OK,urban_village,13538,2003,17620.22,1.424,40.14448123631726,0.0013155940823553,146.03094314144337,286.0135906708305,detached,1099,1.8,2167
261,佳兆业公馆,深圳市南山区工业八路51号,南山,蛇口,蛇口,303,113.908949,22.5122,OK,commodity_housing,6152,2003,36894.47,1.111,82.16690536435405,0.0003407752212811,37.82604956220579,501.96368931379766,apartments,2301,1.0,2521
262,龙光花园,深圳市南山区海滨社区35号,南山,蛇口,蛇口,110,113.922702,22.490764,OK,urban_village,6140,2006,22686.61,1.046,48.89797072388298,0.0003267255102206,36.266531634492026,755.0409217547383,commercial,1415,1.8,2791
263,卓越邨,深圳市南山区望海路141号,南山,蛇口,蛇口,307,113.915517,22.478276,OK,commodity_housing,5307,2002,33827.1,1.369,90.7901530224941,0.0043827743003156,486.4879473350354,4588.516384421878,yes,2110,1.0,2312
264,华联村,深圳市南山区望海路85号,南山,蛇口,蛇口,55,113.885603,22.483066,OK,urban_village,12382,2006,18421.54,1.228,29.8655959176218,0.0014779743266559,164.05515025880962,2107.123432605618,yes,1149,1.8,2266
265,天悦苑,深圳市南山区兴华路179号,南山,蛇口,蛇口,184,113.900293,22.493648,OK,urban_village,3427,1991,40639.86,1.162,45.41892325298821,0.0047735130973547,529.8599538063717,674.6507144695493,yes,2535,1.8,5000
266,龙瑞居,深圳市南山区海滨社区8号,南山,蛇口,蛇口,719,113.907711,22.470015,OK,high_end,3651,2008,32807.62,1.455,219.2168267830969,0.0027079131052016,300.5783546773785,1923.026157655088,commercial,2046,0.7,1569
267,阳光园,深圳市南山区兴华路5号,南山,蛇口,蛇口,1102,113.915525,22.490917,OK,high_end,3208,2005,42092.65,1.157,261.8790057940518,0.0001355572296077,15.04685248646022,252.99694653923737,apartments,2626,0.7,2014
268,翠湖湾,深圳市南山区太子路102号,南山,蛇口,蛇口,943,113.905891,22.48137,OK,high_end,2382,2006,42387.29,1.55,222.511115395972,0.0001151719692463,12.78408858634402,203.53138315803068,detached,2644,0.7,2027
269,碧海邸,深圳市南山区兴华路179号,南山,蛇口,蛇口,85,113.890072,22.486023,OK,urban_village,4608,2004,23437.85,1.472,36.39948189399843,0.0001559256848139,17.307751014346582,443.8731997991215,apartments,1462,1.8,2883
270,金湾公馆,深圳市南山区望海路113号,南山,蛇口,蛇口,86,113.892155,22.479151,OK,urban_village,2164,1988,34599.03,1.17,25.079196214517545,0.0002334411460767,25.91196721452173,3058.503774137512,yes,2158,1.8,4256
272,玉泉府,深圳市南山区科技路47号,南山,科技园,科技园,1401,113.948975,22.53361,OK,high_end,4276,2015,73045.86,1.722,191.81398086218292,0.0002777666221758,30.8320950615212,195.1081418980191,yes,4557,0.7,3494
273,宝安花园,深圳市南山区深南大道141号,南山,科技园,科技园,864,113.944009,22.544643,OK,high_end,14886,2009,35299.43,1.305,244.93594960176512,0.0004557219056741,50.58513152982814,2047.7779719778368,residential,2202,0.7,1688
274,瑞景公馆,深圳市南山区科技路34号,南山,科技园,科技园,2951,113.938497,22.521938,OK,high_end,12392,2014,121933.91,1.608,242.0406171356188,0.0004086022603825,45.35485090246421,4186.342911181831,commercial,7607,0.7,5834
278,绿景雅居,深圳市南山区科技中一路10号,南山,科技园,科技园,1579,113.955947,22.542616,OK,commodity_housing,11480,2008,121153.37,1.213,130.385401734828,0.0033287808838378,369.4946781060003,1578.6181180214571,commercial,7558,1.0,8282
279,振业豪庭,深圳市南山区朗山一路59号,南山,科技园,科技园,1125,113.94522,22.530008,OK,high_end,10555,2007,58158.41,1.533,193.49551784154136,0.000529792371549,58.806953241949536,608.2610365322706,apartments,3628,0.7,2782
280,金成府,深圳市南山区科发路105号,南山,科技园,科技园,795,113.939291,22.536961,OK,commodity_housing,10046,2014,64112.89,1.18,124.06903878242156,0.0002325407461009,25.81202281720032,2171.965017428716,commercial,3999,1.0,4382
281,星海花园,深圳市南山区科技中一路8号,南山,科技园,科技园,532,113.937919,22.535473,OK,commodity_housing,5809,2013,63140.35,1.524,84.3882735135306,0.0006999368773029,77.69299338062274,3464.0128756704817,commercial,3939,1.0,4316
282,金地公馆,深圳市南山区科发路137号,南山,科技园,科技园,714,113.945403,22.545178,OK,commodity_housing,9951,2009,67952.42,1.161,105.21637431602996,0.0002012002329341,22.333225855687328,1252.5880814377392,apartments,4239,1.0,4645
283,华润邸,深圳市南山区深南大道161号,南山,科技园,科技园,1735,113.943172,22.53715,OK,high_end,10091,2004,111016.81,1.17,156.34376238340218,0.0004439957135639,49.28352420559967,2671.3323605383407,commercial,6926,0.7,5312
284,中海名苑,深圳市南山区科技路24号,南山,科技园,科技园,633,113.960929,22.534241,OK,commodity_housing,10318,2006,50034.37,1.641,126.64697895047443,0.0004823160967075,53.53708673453544,874.0763705335264,apartments,3121,1.0,3420
285,万科中心,深圳市南山区朗山一路41号,南山,科技园,科技园,525,113.939977,22.516545,OK,commodity_housing,5316,2020,35782.32,1.316,146.97598708390004,0.0006945879062111,77.099257589441,123.10760959618167,retail,2232,1.0,2445
286,招商雅居,深圳市南山区深南大道141号,南山,科技园,科技园,3415,113.934709,22.545501,OK,high_end,10093,2009,122493.67,1.102,278.84350281309446,0.0003699622397954,41.06580861729448,895.4831114896878,apartments,7642,0.7,5861
289,佳兆业花园,深圳市南山区科技中一路81号,南山,科技园,科技园,1618,113.939109,22.545659,OK,commodity_housing,6100,2004,112565.33,1.245,143.77480919371686,2.0547839121207437e-05,2.280810142454025,527.8155139612795,apartments,7022,1.0,7694
291,卓越邸,深圳市南山区朗山一路27号,南山,科技园,科技园,1053,113.938898,22.544131,OK,high_end,7227,2006,62070.32,1.232,169.7277400374567,0.0001451132398512,16.10756962348631,891.3998768065794,apartments,3872,0.7,2969
292,华联名苑,深圳市南山区深南大道153号,南山,科技园,科技园,360,113.935961,22.543955,OK,commodity_housing,6792,2015,44424.87,1.259,81.22866543566403,0.0003501844902131,38.87047841366437,2009.676729758714,yes,2771,1.0,3036
293,天悦中心,深圳市南山区科发路160号,南山,科技园,科技园,1953,113.940251,22.529625,OK,high_end,4719,2015,65976.06,1.488,296.1291665724535,7.281748825113293e-05,8.082741195875755,604.7215323880541,apartments,4116,0.7,3157
294,龙瑞雅居,深圳市南山区科技中一路156号,南山,科技园,科技园,2008,113.956883,22.531018,OK,commodity_housing,12835,2018,137934.63,1.654,145.61649067150245,0.0022074030914908,245.0217431554875,2847.7691764262,yes,8605,1.0,9429
295,阳光豪庭,深圳市南山区科技中一路185号,南山,科技园,科技园,3189,113.936233,22.545298,OK,high_end,10683,2011,123231.36,1.223,258.8440800411624,0.0004879373745675,54.16104857700324,7346.756493180361,yes,7688,0.7,5896
296,翠湖府,深圳市南山区朗山一路65号,南山,科技园,科技园,2120,113.921159,22.528697,OK,commodity_housing,10410,2012,147798.4,1.416,143.4494674740106,0.0001304107492982,14.475593172103896,418.5526696721975,residential,9220,1.0,10103
298,金湾公馆,深圳市南山区深南大道122号,南山,科技园,科技园,2700,113.928863,22.535157,OK,high_end,5696,2018,144952.09,1.418,186.28399411693337,0.0015363552507266,170.53543283065423,3217.979985688909,yes,9043,0.7,6936
299,银湖邸,深圳市南山区深南大道108号,南山,科技园,科技园,2162,113.937021,22.542933,OK,high_end,5757,2006,97304.94,1.618,222.2000064803497,0.0007451025516665,82.70638323498547,1740.1982839213783,commercial,6070,0.7,4656
300,玉泉名苑,深圳市南山区朗山一路99号,南山,科技园,科技园,674,113.954338,22.520515,OK,commodity_housing,13738,2012,77023.0,1.679,87.62253197867274,0.0025829107158184,286.70308945584867,76.14581166004973,yes,4805,1.0,5265
301,宝安中心,深圳市南山区科技中一路154号,南山,科技园,科技园,785,113.925801,22.545135,OK,commodity_housing,9258,2011,85075.62,1.652,92.32668299314165,0.0002481643688779,27.546244945448304,835.4804571641866,commercial,5307,1.0,5815
302,瑞景雅居,深圳市南山区科技中一路162号,南山,科技园,科技园,781,113.962783,22.547215,OK,commodity_housing,7642,2012,72604.93,1.519,107.66441484169792,0.0002220177019743,24.643964919154094,542.8152637052252,apartments,4529,1.0,4962
303,盛世豪庭,深圳市南山区科技中一路86号,南山,科技园,科技园,2498,113.938223,22.540155,OK,high_end,10976,2008,84988.16,1.569,294.0251677093118,0.0008958790074145,99.4425698230201,674.6862326976155,yes,5302,0.7,4066
304,雅居府,深圳市南山区科发路170号,南山,科技园,科技园,1472,113.949107,22.530719,OK,commodity_housing,10217,2015,124130.5,1.542,118.63932114845048,0.0001633025744098,18.126585759495185,908.342484273512,apartments,7744,1.0,8485
307,振业邸,深圳市南山区科技中一路68号,南山,科技园,科技园,1791,113.938738,22.517457,OK,commodity_housing,8369,2004,149093.07,1.332,120.16888778731594,0.0004171732320115,46.30622875327859,1561.6580507304284,retail,9301,1.0,10192
308,金成名苑,深圳市南山区深南大道122号,南山,科技园,科技园,875,113.953532,22.522833,OK,high_end,7699,2009,33302.3,1.742,262.765825955864,0.0002922366304018,32.43826597460293,76.14581166004973,yes,2077,0.7,1592
309,星海中心,深圳市南山区朗山一路199号,南山,科技园,科技园,1769,113.942279,22.543795,OK,high_end,4660,2005,92003.81,1.555,192.37440989592784,0.0004780111770227,53.05924064952661,14624.038679165582,industrial,5739,0.7,4401
310,金地雅居,深圳市南山区科技中一路116号,南山,科技园,科技园,1778,113.960336,22.52747,OK,high_end,11812,2019,80333.76,1.704,221.45035999516483,0.0012397131058313,137.60815474728255,1256.4415031540902,apartments,5011,0.7,3843
312,中海府,深圳市南山区科技路181号,南山,科技园,科技园,839,113.947359,22.521737,OK,commodity_housing,7607,2009,72312.31,1.735,116.09615840995174,0.0006644265068266,73.75134225776276,122.57957405183016,warehouse,4511,1.0,4943
314,招商公馆,深圳市南山区朗山一路76号,南山,科技园,科技园,998,113.944687,22.543858,OK,high_end,7156,2003,66473.1,1.238,150.22107331294671,0.0004775986759338,53.01345302865783,4055.0969414236633,commercial,4147,0.7,3180
317,佳兆业中心,深圳市南山区科技中一路17号,南山,科技园,科技园,615,113.921299,22.534307,OK,commodity_housing,8538,2017,62282.36,1.411,98.81927197169904,0.0003840514451323,42.62971040968884,208.6649783784272,yes,3885,1.0,4257
318,龙光雅居,深圳市南山区科技路51号,南山,科技园,科技园,1404,113.930854,22.539701,OK,commodity_housing,9754,2009,121080.63,1.162,115.96981249447374,0.0008629568573453,95.78821116532995,101.6215189161968,yes,7554,1.0,8277
320,华联府,深圳市南山区深南大道3号,南山,科技园,科技园,595,113.937482,22.545767,OK,commodity_housing,6524,2010,47060.45,1.228,126.56023359668838,0.0002083080560705,23.122194223833105,831.9634140951902,apartments,2936,1.0,3217
322,龙瑞公馆,深圳市南山区朗山一路59号,南山,科技园,科技园,1747,113.961346,22.547364,OK,commodity_housing,6535,2011,125705.68,1.47,139.02946636554816,8.911710608690664e-05,9.891998775646638,1314.9456970708811,apartments,7842,1.0,8593
323,阳光邸,深圳市南山区科发路80号,南山,科技园,科技园,574,113.916815,22.544855,OK,commodity_housing,4389,2018,44219.08,1.677,130.00875345386189,0.0004885160198072,54.22527819860083,1139.0748109574592,commercial,2758,1.0,3022
325,碧海中心,深圳市南山区深南大道75号,南山,科技园,科技园,2576,113.940172,22.537807,OK,high_end,8595,2011,110882.39,1.131,232.3287997616034,7.902478204539648e-05,8.771750807039009,834.219609470029,commercial,6917,0.7,5304
328,玉泉府,深圳市南山区科技中一路62号,南山,科技园,科技园,938,113.938018,22.541959,OK,commodity_housing,9911,2012,63158.29,1.359,148.62581186595295,0.0009648811402106,107.10180656337928,501.785548714785,yes,3940,1.0,4317
329,宝安花园,深圳市南山区科技路71号,南山,科技园,科技园,953,113.932656,22.544369,OK,high_end,5988,2012,52777.84,1.449,180.66608609243204,0.0002674642087685,29.68852717330514,426.2040488976698,apartments,3292,0.7,2524
331,盛世邸,深圳市南山区深南大道34号,南山,科技园,科技园,1277,113.933736,22.542088,OK,commodity_housing,6195,2011,101885.35,1.474,125.39533740830817,0.0009041166522184,100.35694839625052,1516.8474635909847,yes,6356,1.0,6964
332,雅居名苑,深圳市南山区科发路100号,南山,科技园,科技园,1016,113.934794,22.534271,OK,commodity_housing,7849,2012,84082.38,1.503,120.8489877127373,0.0010038304457847,111.42517948210735,303.94646546647573,yes,5245,1.0,5747
333,锦绣中心,深圳市南山区朗山一路193号,南山,科技园,科技园,2533,113.938,22.545061,OK,high_end,5271,2013,100510.3,1.521,252.0167828170459,9.477816563595534e-05,10.520376385591042,576.0352008053627,apartments,6270,0.7,4809
334,绿景雅居,深圳市南山区深南大道46号,南山,科技园,科技园,906,113.955406,22.546689,OK,commodity_housing,11304,2012,84030.51,1.675,107.93247223497043,0.0014900039488958,165.39043832744343,957.3278746185582,apartments,5242,1.0,5744
336,金成府,深圳市南山区科发路121号,南山,科技园,科技园,793,113.953784,22.526239,OK,commodity_housing,12264,2019,82606.2,1.787,96.04203658499137,0.0034292258512481,380.6440694885479,76.14581166004973,yes,5153,1.0,5646
337,星海花园,深圳市南山区科发路176号,南山,科技园,科技园,272,113.927949,22.526532,OK,commodity_housing,9166,2012,33540.49,1.314,81.10692373630735,0.0001364852877863,15.149866944284474,893.2401110791916,yes,2092,1.0,2292
338,金地公馆,深圳市南山区科技中一路82号,南山,科技园,科技园,1667,113.94703,22.539362,OK,high_end,7901,2013,102807.81,1.504,162.17237678043588,0.0003409264028292,37.84283071404978,19.16936637433743,yes,6414,0.7,4919
339,华润邸,深圳市南山区科发路73号,南山,科技园,科技园,1369,113.946376,22.521775,OK,commodity_housing,14626,2015,104014.03,1.689,131.65421753478176,0.001123029449201,124.6562688613217,20.332366076699284,yes,6489,1.0,7110
341,万科中心,深圳市南山区朗山一路18号,南山,科技园,科技园,1543,113.940871,22.532998,OK,high_end,6041,2014,89931.81,1.421,171.6581448200501,0.00115509263704,128.21528271144425,2963.498107641996,commercial,5610,0.7,4302
342,招商雅居,深圳市南山区科发路54号,南山,科技园,科技园,587,113.94197,22.537178,OK,commodity_housing,11352,2007,54131.85,1.454,108.5343000585759,0.0003864747857176,42.89870121466153,2434.5999631940185,commercial,3377,1.0,3700
343,华侨城豪庭,深圳市南山区深南大道92号,南山,科技园,科技园,558,113.944201,22.546115,OK,commodity_housing,12312,2009,61228.39,1.196,91.23238299898586,0.0001872512118075,20.78488451063695,2841.255070259646,commercial,3819,1.0,4184
344,花样年府,深圳市南山区科发路56号,南山,科技园,科技园,1833,113.924424,22.522299,OK,commodity_housing,4802,2017,126701.34,1.105,144.71927387637635,0.0005816357056424,64.56156332631426,4338.726938957957,yes,7904,1.0,8661
345,佳兆业花园,深圳市南山区深南大道36号,南山,科技园,科技园,1767,113.93078,22.542483,OK,commodity_housing,10296,2015,129374.02,1.23,136.65270787996835,0.0007457418537784,82.77734576940512,629.973719723177,yes,8071,1.0,8844
346,龙光公馆,深圳市南山区科发路109号,南山,科技园,科技园,1650,113.930444,22.536725,OK,high_end,6854,2009,57814.03,1.291,285.5337665148795,0.0009637464294195,106.97585366557212,1881.7118863582864,yes,3606,0.7,2765
347,卓越邸,深圳市南山区科技路29号,南山,科技园,科技园,2872,113.932185,22.544886,OK,high_end,10219,2012,133051.71,1.549,215.8815901874576,0.0003509951511014,38.960461772260125,528.4023185157741,apartments,8300,0.7,6366
348,华联名苑,深圳市南山区科技中一路134号,南山,科技园,科技园,662,113.92607,22.548128,OK,high_end,5647,2012,44106.16,1.199,150.29882028286053,0.0002159516728747,23.9706356890938,290.41189756125914,apartments,2751,0.7,2109
349,天悦中心,深圳市南山区科发路118号,南山,科技园,科技园,1366,113.940183,22.536368,OK,high_end,12306,2008,56683.36,1.412,241.1629024643479,0.0006755602653717,74.98718945626803,1677.2106445259851,apartments,3536,0.7,2712
351,阳光豪庭,深圳市南山区深南大道48号,南山,科技园,科技园,1576,113.931043,22.525118,OK,commodity_housing,8236,2009,134463.24,1.479,117.27528464911872,0.0005978310875152,66.35925071419311,2333.7595062997134,commercial,8388,1.0,9191
352,翠湖府,深圳市南山区深南大道26号,南山,科技园,科技园,445,113.93523,22.542834,OK,commodity_housing,8390,2007,47141.04,1.515,94.43764796853068,0.0006779353113211,75.25081955664396,2240.6021466215443,commercial,2941,1.0,3222
353,碧海花园,深圳市南山区科技中一路124号,南山,科技园,科技园,1077,113.942859,22.541264,OK,commodity_housing,12442,2015,86910.6,1.436,123.9898519630211,0.0003105604407268,34.47220892068346,1348.031208616885,industrial,5422,1.0,5941
354,金湾公馆,深圳市南山区科技路108号,南山,科技园,科技园,1698,113.95414,22.530139,OK,commodity_housing,6679,2012,120316.6,1.574,141.1919477509918,0.0039475032453073,438.17286022911503,2847.7691764262,yes,7506,1.0,8225
356,玉泉名苑,深圳市南山区朗山一路79号,南山,科技园,科技园,3128,113.942978,22.541467,OK,high_end,7719,2011,135282.05,1.334,231.26414464013448,0.0002336553822596,25.93574743082535,1348.031208616885,industrial,8440,0.7,6474
359,盛世豪庭,深圳市南山区科技路164号,南山,科技园,科技园,2939,113.944521,22.545343,OK,high_end,4670,2010,126539.36,1.564,232.2628744490344,0.000319985624672,35.51840433860158,1913.1870795965167,residential,7894,0.7,6054
360,雅居府,深圳市南山区科技路99号,南山,科技园,科技园,1397,113.939814,22.527583,OK,commodity_housing,7439,2015,120209.64,1.582,116.26056464832374,0.0007640943235165,84.81446991033691,514.3684343037455,apartments,7499,1.0,8217
361,锦绣花园,深圳市南山区科发路21号,南山,科技园,科技园,1964,113.929151,22.528623,OK,commodity_housing,6942,2017,136849.14,1.55,143.5759942090226,0.0006905276095204,76.64856465677296,1515.3613840363626,yes,8537,1.0,9354
362,绿景公馆,深圳市南山区深南大道11号,南山,科技园,科技园,1198,113.922887,22.523021,OK,commodity_housing,9876,2007,105886.96,1.194,113.1744854081272,0.0001383547650081,15.357378915901434,866.9052060062133,apartments,6606,1.0,7238
365,星海中心,深圳市南山区朗山一路23号,南山,科技园,科技园,2528,113.937925,22.538249,OK,high_end,4922,2008,101436.39,1.259,249.29534171908028,0.0011739753514753,130.31126401376642,590.6721332647061,yes,6328,0.7,4853
366,金地雅居,深圳市南山区深南大道63号,南山,科技园,科技园,2186,113.961472,22.542529,OK,high_end,7940,2009,119740.63,1.19,182.5846329679516,0.0002251329722443,24.989759919123724,242.08302275000727,yes,7470,0.7,5729
369,万科花园,深圳市南山区深南大道113号,南山,科技园,科技园,870,113.960974,22.528981,OK,commodity_housing,8460,2012,85899.09,1.616,101.28211907135996,0.0003723732647191,41.333432383824274,1208.3515626280791,apartments,5359,1.0,5872
370,招商公馆,深圳市南山区深南大道35号,南山,科技园,科技园,673,113.963959,22.538536,OK,commodity_housing,8594,2012,78721.42,1.108,85.61555725189999,9.480224030163869e-05,10.523048673481894,333.8337384830048,warehouse,4911,1.0,5381
380,翠湖苑,深圳市南山区西丽路8号,南山,西丽,西丽,32,113.939581,22.548559,OK,urban_village,17666,2008,8179.2,0.815,40.07598887633208,0.0003514604129795,39.0121058407304,5606.477499813588,industrial,510,1.8,1005
388,雅居苑,深圳市南山区松坪山路38号,南山,西丽,西丽,270,113.933131,22.545235,OK,affordable_housing,9124,2007,41704.44,0.845,64.77707212259892,0.0001930494545542,21.428489455524684,777.8332405154765,yes,2601,1.3,3704
396,中海苑,深圳市南山区珠光路112号,南山,西丽,西丽,408,113.920687,22.546622,OK,affordable_housing,3756,2003,58109.14,0.685,70.23198955441944,0.0008568142260975,95.10637909682605,611.2674989665811,apartments,3625,1.3,5163
428,花样年苑,深圳市南山区留仙大道54号,南山,西丽,西丽,323,113.946016,22.548932,OK,commodity_housing,5792,2000,22360.64,0.921,144.85246585693295,0.0002724554786588,30.24255813113548,768.6430221041154,industrial,1395,1.0,1528
441,宝安花园,深圳市南山区世界之窗125号,南山,沙河,沙河,362,113.968296,22.542509,OK,commodity_housing,18675,2017,40215.4,1.727,90.03767590076248,0.0002844843571049,31.577763638645308,1467.261443220717,apartments,2508,1.0,2748
442,瑞景公馆,深圳市南山区华侨城波托菲诺22号,南山,沙河,沙河,2735,113.939617,22.532222,OK,high_end,12036,2015,145782.51,1.891,187.6620155497752,0.0005137589363649,57.0272419365112,2876.915217779868,commercial,9095,0.7,6975
443,盛世邸,深圳市南山区华侨城香山中街10号,南山,沙河,沙河,4145,113.968104,22.537731,OK,high_end,14864,2008,188617.53,1.699,219.8005400909229,0.0004229647935277,46.94909208157535,2618.8861766674945,yes,11767,0.7,9025
444,雅居名苑,深圳市南山区世界之窗155号,南山,沙河,沙河,1669,113.962507,22.530537,OK,commodity_housing,10206,2016,141020.05,1.956,118.37016419096152,0.0008986242814327,99.7472952390397,1209.4812454271237,apartments,8798,1.0,9640
445,锦绣雅居,深圳市南山区世界之窗142号,南山,沙河,沙河,1360,113.947226,22.516022,OK,commodity_housing,19663,2017,98040.58,2.057,138.78742465424418,0.0032262896447465,358.11815056687027,2997.313644264775,yes,6116,1.0,6701
446,绿景湾,深圳市南山区沙河东路80号,南山,沙河,沙河,2306,113.963355,22.511592,OK,commodity_housing,9135,2018,176255.09,2.317,130.87871817337663,0.0105984168723443,1176.4242728302183,86.47860941034247,yes,10996,1.0,12049
447,振业岸,深圳市南山区世界之窗187号,南山,沙河,沙河,1768,113.970102,22.527575,OK,commodity_housing,10697,2016,132991.27,1.908,132.94339887080207,0.0028938762211784,321.22026055081,2230.408570822244,commercial,8297,1.0,9091
448,金成居,深圳市南山区华侨城香山中街87号,南山,沙河,沙河,2799,113.963793,22.525016,OK,high_end,8581,2015,110778.65,1.803,252.6939291397449,0.0012904255865302,143.2372401048543,2017.2430096609564,commercial,6911,0.7,5300
449,星海花园,深圳市南山区沙河东路79号,南山,沙河,沙河,740,113.951574,22.525614,OK,commodity_housing,10940,2011,56549.46,1.954,131.025744007361,0.0030143751368223,334.5956401872856,464.6839549963888,apartments,3528,1.0,3866
450,金地公馆,深圳市南山区华侨城香山中街35号,南山,沙河,沙河,1734,113.958211,22.527828,OK,high_end,15370,2000,63714.79,1.821,272.291449663584,0.0012400793230288,137.64880485620333,495.5794831940841,house,3975,0.7,3048
451,华润邸,深圳市南山区华侨城香山中街172号,南山,沙河,沙河,4132,113.9669,22.52143,OK,high_end,17252,2003,198213.69,1.886,208.48496194366209,0.0004741203433679,52.62735811383905,502.46908634567006,yes,12366,0.7,9485
452,中海名苑,深圳市南山区沙河东路20号,南山,沙河,沙河,3121,113.960905,22.530019,OK,high_end,15853,2014,111056.57,2.014,281.0427793105823,0.000504468531639,55.99600701192968,708.0199295406629,apartments,6928,0.7,5313
453,万科雅居,深圳市南山区世界之窗163号,南山,沙河,沙河,1422,113.943896,22.51993,OK,commodity_housing,10493,2003,134768.22,2.065,105.52694733640357,0.0015400832702442,170.949242997113,3942.3770626453297,commercial,8408,1.0,9213
454,招商湾,深圳市南山区沙河东路173号,南山,沙河,沙河,2523,113.956804,22.525929,OK,commodity_housing,6144,2010,168655.31,1.956,149.6278915637541,0.0028611614383046,317.5889196518136,4116.444802559796,residential,10522,1.0,11530
455,华侨城岸,深圳市南山区世界之窗42号,南山,沙河,沙河,3079,113.960554,22.51477,OK,high_end,13164,2009,167441.36,1.932,183.9049795182978,0.0073265488280027,813.2469199083101,199.84233048036336,yes,10446,0.7,8012
