id,housetitle,address,quxian,shangquan,sqpinyin,money,lng,lat,geocode_status,community_type,population,built_year,area_m2,supply,price_per_m2,res_building_dist_deg,res_building_dist_m,res_building_area_m2,res_building_type
262,龙光花园,深圳市南山区海滨社区35号,南山,蛇口,蛇口,110,113.922702,22.490764,OK,urban_village,6140,2006,22686.61,1.046,48.89797072388298,0.00032672551022064887,36.266531634492026,755.0409217547383,commercial
263,卓越邨,深圳市南山区望海路141号,南山,蛇口,蛇口,307,113.915517,22.478276,OK,commodity_housing,5307,2002,33827.1,1.369,90.7901530224941,0.004382774300315634,486.4879473350354,4588.516384421878,yes
264,华联村,深圳市南山区望海路85号,南山,蛇口,蛇口,55,113.885603,22.483066,OK,urban_village,12382,2006,18421.54,1.228,29.865595917621796,0.0014779743266559425,164.05515025880962,2107.123432605618,yes
265,天悦苑,深圳市南山区兴华路179号,南山,蛇口,蛇口,184,113.900293,22.493648,OK,urban_village,3427,1991,40639.86,1.162,45.41892325298821,0.0047735130973547,529.8599538063717,674.6507144695493,yes
266,龙瑞居,深圳市南山区海滨社区8号,南山,蛇口,蛇口,719,113.907711,22.470015,OK,high_end,3651,2008,32807.62,1.455,219.2168267830969,0.002707913105201608,300.5783546773785,1923.0261576550877,commercial
267,阳光园,深圳市南山区兴华路5号,南山,蛇口,蛇口,1102,113.915525,22.490917,OK,high_end,3208,2005,42092.65,1.157,261.8790057940518,0.00013555722960774971,15.046852486460219,252.99694653923737,apartments
268,翠湖湾,深圳市南山区太子路102号,南山,蛇口,蛇口,943,113.905891,22.48137,OK,high_end,2382,2006,42387.29,1.55,222.511115395972,0.00011517196924634253,12.784088586344021,203.53138315803068,detached
269,碧海邸,深圳市南山区兴华路179号,南山,蛇口,蛇口,85,113.890072,22.486023,OK,urban_village,4608,2004,23437.85,1.472,36.39948189399843,0.00015592568481393316,17.307751014346582,443.8731997991215,apartments
270,金湾公馆,深圳市南山区望海路113号,南山,蛇口,蛇口,86,113.892155,22.479151,OK,urban_village,2164,1988,34599.03,1.17,25.079196214517545,0.00023344114607677237,25.911967214521734,3058.5037741375118,yes
272,玉泉府,深圳市南山区科技路47号,南山,科技园,科技园,1401,113.948975,22.53361,OK,high_end,4276,2015,73045.86,1.722,191.81398086218294,0.00027776662217586664,30.832095061521198,195.1081418980191,yes
273,宝安花园,深圳市南山区深南大道141号,南山,科技园,科技园,864,113.944009,22.544643,OK,high_end,14886,2009,35299.43,1.305,244.93594960176512,0.00045572190567412735,50.58513152982814,2047.7779719778366,residential
274,瑞景公馆,深圳市南山区科技路34号,南山,科技园,科技园,2951,113.938497,22.521938,OK,high_end,12392,2014,121933.91,1.608,242.04061713561876,0.00040860226038256045,45.35485090246421,4186.342911181831,commercial
278,绿景雅居,深圳市南山区科技中一路10号,南山,科技园,科技园,1579,113.955947,22.542616,OK,commodity_housing,11480,2008,121153.37,1.213,130.385401734828,0.0033287808838378405,369.4946781060003,1578.6181180214573,commercial
279,振业豪庭,深圳市南山区朗山一路59号,南山,科技园,科技园,1125,113.94522,22.530008,OK,high_end,10555,2007,58158.41,1.533,193.49551784154136,0.0005297923715490949,58.806953241949536,608.2610365322706,apartments
280,金成府,深圳市南山区科发路105号,南山,科技园,科技园,795,113.939291,22.536961,OK,commodity_housing,10046,2014,64112.89,1.18,124.06903878242156,0.0002325407461009038,25.812022817200322,2171.965017428716,commercial
281,星海花园,深圳市南山区科技中一路8号,南山,科技园,科技园,532,113.937919,22.535473,OK,commodity_housing,5809,2013,63140.35,1.524,84.3882735135306,0.0006999368773029076,77.69299338062274,3464.0128756704817,commercial
282,金地公馆,深圳市南山区科发路137号,南山,科技园,科技园,714,113.945403,22.545178,OK,commodity_housing,9951,2009,67952.42,1.161,105.21637431602996,0.00020120023293412006,22.333225855687328,1252.5880814377392,apartments
283,华润邸,深圳市南山区深南大道161号,南山,科技园,科技园,1735,113.943172,22.53715,OK,high_end,10091,2004,111016.81,1.17,156.34376238340218,0.000443995713563961,49.28352420559967,2671.3323605383407,commercial
284,中海名苑,深圳市南山区科技路24号,南山,科技园,科技园,633,113.960929,22.534241,OK,commodity_housing,10318,2006,50034.37,1.641,126.64697895047445,0.0004823160967075265,53.537086734535436,874.0763705335264,apartments
285,万科中心,深圳市南山区朗山一路41号,南山,科技园,科技园,525,113.939977,22.516545,OK,commodity_housing,5316,2020,35782.32,1.316,146.97598708390004,0.0006945879062111802,77.099257589441,123.10760959618167,retail
286,招商雅居,深圳市南山区深南大道141号,南山,科技园,科技园,3415,113.934709,22.545501,OK,high_end,10093,2009,122493.67,1.102,278.84350281309446,0.00036996223979544575,41.06580861729448,895.4831114896878,apartments
289,佳兆业花园,深圳市南山区科技中一路81号,南山,科技园,科技园,1618,113.939109,22.545659,OK,commodity_housing,6100,2004,112565.33,1.245,143.77480919371686,2.0547839121207433e-05,2.2808101424540252,527.8155139612795,apartments
291,卓越邸,深圳市南山区朗山一路27号,南山,科技园,科技园,1053,113.938898,22.544131,OK,high_end,7227,2006,62070.32,1.232,169.7277400374567,0.000145113239851228,16.10756962348631,891.3998768065794,apartments
292,华联名苑,深圳市南山区深南大道153号,南山,科技园,科技园,360,113.935961,22.543955,OK,commodity_housing,6792,2015,44424.87,1.259,81.22866543566403,0.00035018449021319254,38.87047841366437,2009.6767297587141,yes
293,天悦中心,深圳市南山区科发路160号,南山,科技园,科技园,1953,113.940251,22.529625,OK,high_end,4719,2015,65976.06,1.488,296.1291665724535,7.281748825113293e-05,8.082741195875755,604.7215323880541,apartments
294,龙瑞雅居,深圳市南山区科技中一路156号,南山,科技园,科技园,2008,113.956883,22.531018,OK,commodity_housing,12835,2018,137934.63,1.654,145.61649067150245,0.0022074030914908784,245.0217431554875,2847.7691764262,yes
295,阳光豪庭,深圳市南山区科技中一路185号,南山,科技园,科技园,3189,113.936233,22.545298,OK,high_end,10683,2011,123231.36,1.223,258.8440800411624,0.00048793737456759675,54.161048577003235,7346.756493180361,yes
296,翠湖府,深圳市南山区朗山一路65号,南山,科技园,科技园,2120,113.921159,22.528697,OK,commodity_housing,10410,2012,147798.4,1.416,143.4494674740106,0.00013041074929823332,14.475593172103897,418.5526696721975,residential
298,金湾公馆,深圳市南山区深南大道122号,南山,科技园,科技园,2700,113.928863,22.535157,OK,high_end,5696,2018,144952.09,1.418,186.28399411693337,0.0015363552507266147,170.53543283065423,3217.979985688909,yes
299,银湖邸,深圳市南山区深南大道108号,南山,科技园,科技园,2162,113.937021,22.542933,OK,high_end,5757,2006,97304.94,1.618,222.2000064803497,0.0007451025516665358,82.70638323498547,1740.1982839213783,commercial
300,玉泉名苑,深圳市南山区朗山一路99号,南山,科技园,科技园,674,113.954338,22.520515,OK,commodity_housing,13738,2012,77023.0,1.679,87.62253197867274,0.0025829107158184565,286.70308945584867,76.14581166004973,yes
301,宝安中心,深圳市南山区科技中一路154号,南山,科技园,科技园,785,113.925801,22.545135,OK,commodity_housing,9258,2011,85075.62,1.652,92.32668299314163,0.00024816436887791264,27.546244945448304,835.4804571641866,commercial
302,瑞景雅居,深圳市南山区科技中一路162号,南山,科技园,科技园,781,113.962783,22.547215,OK,commodity_housing,7642,2012,72604.93,1.519,107.66441484169792,0.0002220177019743612,24.643964919154094,542.8152637052252,apartments
303,盛世豪庭,深圳市南山区科技中一路86号,南山,科技园,科技园,2498,113.938223,22.540155,OK,high_end,10976,2008,84988.16,1.569,294.0251677093118,0.0008958790074145954,99.4425698230201,674.6862326976155,yes
304,雅居府,深圳市南山区科发路170号,南山,科技园,科技园,1472,113.949107,22.530719,OK,commodity_housing,10217,2015,124130.5,1.542,118.63932114845048,0.00016330257440986653,18.126585759495185,908.3424842735119,apartments
307,振业邸,深圳市南山区科技中一路68号,南山,科技园,科技园,1791,113.938738,22.517457,OK,commodity_housing,8369,2004,149093.07,1.332,120.16888778731594,0.0004171732320115188,46.30622875327859,1561.6580507304284,retail
308,金成名苑,深圳市南山区深南大道122号,南山,科技园,科技园,875,113.953532,22.522833,OK,high_end,7699,2009,33302.3,1.742,262.765825955864,0.00029223663040182815,32.43826597460293,76.14581166004973,yes
309,星海中心,深圳市南山区朗山一路199号,南山,科技园,科技园,1769,113.942279,22.543795,OK,high_end,4660,2005,92003.81,1.555,192.37440989592784,0.0004780111770227622,53.05924064952661,14624.038679165582,industrial
310,金地雅居,深圳市南山区科技中一路116号,南山,科技园,科技园,1778,113.960336,22.52747,OK,high_end,11812,2019,80333.76,1.704,221.45035999516483,0.0012397131058313744,137.60815474728255,1256.4415031540902,apartments
312,中海府,深圳市南山区科技路181号,南山,科技园,科技园,839,113.947359,22.521737,OK,commodity_housing,7607,2009,72312.31,1.735,116.09615840995174,0.0006644265068266915,73.75134225776276,122.57957405183016,warehouse
314,招商公馆,深圳市南山区朗山一路76号,南山,科技园,科技园,998,113.944687,22.543858,OK,high_end,7156,2003,66473.1,1.238,150.22107331294671,0.00047759867593385433,53.01345302865783,4055.0969414236633,commercial
317,佳兆业中心,深圳市南山区科技中一路17号,南山,科技园,科技园,615,113.921299,22.534307,OK,commodity_housing,8538,2017,62282.36,1.411,98.81927197169904,0.0003840514451323319,42.62971040968884,208.66497837842718,yes
318,龙光雅居,深圳市南山区科技路51号,南山,科技园,科技园,1404,113.930854,22.539701,OK,commodity_housing,9754,2009,121080.63,1.162,115.96981249447374,0.000862956857345315,95.78821116532997,101.62151891619679,yes
320,华联府,深圳市南山区深南大道3号,南山,科技园,科技园,595,113.937482,22.545767,OK,commodity_housing,6524,2010,47060.45,1.228,126.56023359668838,0.00020830805607056853,23.122194223833105,831.9634140951902,apartments
322,龙瑞公馆,深圳市南山区朗山一路59号,南山,科技园,科技园,1747,113.961346,22.547364,OK,commodity_housing,6535,2011,125705.68,1.47,139.02946636554816,8.911710608690664e-05,9.891998775646638,1314.9456970708811,apartments
323,阳光邸,深圳市南山区科发路80号,南山,科技园,科技园,574,113.916815,22.544855,OK,commodity_housing,4389,2018,44219.08,1.677,130.00875345386189,0.0004885160198072147,54.22527819860083,1139.0748109574592,commercial
325,碧海中心,深圳市南山区深南大道75号,南山,科技园,科技园,2576,113.940172,22.537807,OK,high_end,8595,2011,110882.39,1.131,232.3287997616034,7.902478204539648e-05,8.771750807039009,834.219609470029,commercial
328,玉泉府,深圳市南山区科技中一路62号,南山,科技园,科技园,938,113.938018,22.541959,OK,commodity_housing,9911,2012,63158.29,1.359,148.62581186595295,0.0009648811402106242,107.10180656337928,501.785548714785,yes
329,宝安花园,深圳市南山区科技路71号,南山,科技园,科技园,953,113.932656,22.544369,OK,high_end,5988,2012,52777.84,1.449,180.66608609243204,0.00026746420876851476,29.68852717330514,426.2040488976698,apartments
331,盛世邸,深圳市南山区深南大道34号,南山,科技园,科技园,1277,113.933736,22.542088,OK,commodity_housing,6195,2011,101885.35,1.474,125.39533740830817,0.0009041166522184731,100.35694839625052,1516.8474635909847,yes
332,雅居名苑,深圳市南山区科发路100号,南山,科技园,科技园,1016,113.934794,22.534271,OK,commodity_housing,7849,2012,84082.38,1.503,120.8489877127373,0.001003830445784751,111.42517948210735,303.94646546647573,yes
333,锦绣中心,深圳市南山区朗山一路193号,南山,科技园,科技园,2533,113.938,22.545061,OK,high_end,5271,2013,100510.3,1.521,252.0167828170459,9.477816563595534e-05,10.520376385591042,576.0352008053627,apartments
334,绿景雅居,深圳市南山区深南大道46号,南山,科技园,科技园,906,113.955406,22.546689,OK,commodity_housing,11304,2012,84030.51,1.675,107.93247223497043,0.0014900039488958867,165.39043832744343,957.3278746185582,apartments
336,金成府,深圳市南山区科发路121号,南山,科技园,科技园,793,113.953784,22.526239,OK,commodity_housing,12264,2019,82606.2,1.787,96.04203658499135,0.0034292258512481793,380.6440694885479,76.14581166004973,yes
337,星海花园,深圳市南山区科发路176号,南山,科技园,科技园,272,113.927949,22.526532,OK,commodity_housing,9166,2012,33540.49,1.314,81.10692373630735,0.0001364852877863466,15.149866944284474,893.2401110791916,yes
338,金地公馆,深圳市南山区科技中一路82号,南山,科技园,科技园,1667,113.94703,22.539362,OK,high_end,7901,2013,102807.81,1.504,162.17237678043588,0.00034092640282927734,37.84283071404978,19.16936637433743,yes
339,华润邸,深圳市南山区科发路73号,南山,科技园,科技园,1369,113.946376,22.521775,OK,commodity_housing,14626,2015,104014.03,1.689,131.65421753478176,0.0011230294492010965,124.6562688613217,20.332366076699284,yes
341,万科中心,深圳市南山区朗山一路18号,南山,科技园,科技园,1543,113.940871,22.532998,OK,high_end,6041,2014,89931.81,1.421,171.6581448200501,0.0011550926370400383,128.21528271144425,2963.498107641996,commercial
342,招商雅居,深圳市南山区科发路54号,南山,科技园,科技园,587,113.94197,22.537178,OK,commodity_housing,11352,2007,54131.85,1.454,108.5343000585759,0.0003864747857176714,42.89870121466153,2434.5999631940185,commercial
343,华侨城豪庭,深圳市南山区深南大道92号,南山,科技园,科技园,558,113.944201,22.546115,OK,commodity_housing,12312,2009,61228.39,1.196,91.23238299898586,0.00018725121180754008,20.78488451063695,2841.255070259646,commercial
344,花样年府,深圳市南山区科发路56号,南山,科技园,科技园,1833,113.924424,22.522299,OK,commodity_housing,4802,2017,126701.34,1.105,144.71927387637635,0.0005816357056424707,64.56156332631426,4338.726938957957,yes
345,佳兆业花园,深圳市南山区深南大道36号,南山,科技园,科技园,1767,113.93078,22.542483,OK,commodity_housing,10296,2015,129374.02,1.23,136.65270787996837,0.0007457418537784244,82.77734576940512,629.973719723177,yes
346,龙光公馆,深圳市南山区科发路109号,南山,科技园,科技园,1650,113.930444,22.536725,OK,high_end,6854,2009,57814.03,1.291,285.5337665148795,0.0009637464294195686,106.97585366557212,1881.7118863582864,yes
347,卓越邸,深圳市南山区科技路29号,南山,科技园,科技园,2872,113.932185,22.544886,OK,high_end,10219,2012,133051.71,1.549,215.88159018745762,0.00035099515110144255,38.960461772260125,528.4023185157741,apartments
348,华联名苑,深圳市南山区科技中一路134号,南山,科技园,科技园,662,113.92607,22.548128,OK,high_end,5647,2012,44106.16,1.199,150.29882028286053,0.0002159516728747189,23.970635689093797,290.41189756125914,apartments
349,天悦中心,深圳市南山区科发路118号,南山,科技园,科技园,1366,113.940183,22.536368,OK,high_end,12306,2008,56683.36,1.412,241.1629024643479,0.0006755602653717841,74.98718945626803,1677.2106445259853,apartments
351,阳光豪庭,深圳市南山区深南大道48号,南山,科技园,科技园,1576,113.931043,22.525118,OK,commodity_housing,8236,2009,134463.24,1.479,117.27528464911873,0.0005978310875152532,66.35925071419311,2333.7595062997134,commercial
352,翠湖府,深圳市南山区深南大道26号,南山,科技园,科技园,445,113.93523,22.542834,OK,commodity_housing,8390,2007,47141.04,1.515,94.43764796853068,0.0006779353113211167,75.25081955664396,2240.6021466215443,commercial
353,碧海花园,深圳市南山区科技中一路124号,南山,科技园,科技园,1077,113.942859,22.541264,OK,commodity_housing,12442,2015,86910.6,1.436,123.9898519630211,0.000310560440726878,34.47220892068346,1348.0312086168847,industrial
354,金湾公馆,深圳市南山区科技路108号,南山,科技园,科技园,1698,113.95414,22.530139,OK,commodity_housing,6679,2012,120316.6,1.574,141.1919477509918,0.003947503245307343,438.17286022911503,2847.7691764262,yes
356,玉泉名苑,深圳市南山区朗山一路79号,南山,科技园,科技园,3128,113.942978,22.541467,OK,high_end,7719,2011,135282.05,1.334,231.26414464013448,0.00023365538225968784,25.93574743082535,1348.0312086168847,industrial
359,盛世豪庭,深圳市南山区科技路164号,南山,科技园,科技园,2939,113.944521,22.545343,OK,high_end,4670,2010,126539.36,1.564,232.2628744490344,0.00031998562467208625,35.51840433860158,1913.1870795965167,residential
360,雅居府,深圳市南山区科技路99号,南山,科技园,科技园,1397,113.939814,22.527583,OK,commodity_housing,7439,2015,120209.64,1.582,116.26056464832374,0.0007640943235165487,84.81446991033691,514.3684343037455,apartments
361,锦绣花园,深圳市南山区科发路21号,南山,科技园,科技园,1964,113.929151,22.528623,OK,commodity_housing,6942,2017,136849.14,1.55,143.5759942090226,0.0006905276095204771,76.64856465677296,1515.3613840363626,yes
362,绿景公馆,深圳市南山区深南大道11号,南山,科技园,科技园,1198,113.922887,22.523021,OK,commodity_housing,9876,2007,105886.96,1.194,113.1744854081272,0.00013835476500812102,15.357378915901434,866.9052060062133,apartments
365,星海中心,深圳市南山区朗山一路23号,南山,科技园,科技园,2528,113.937925,22.538249,OK,high_end,4922,2008,101436.39,1.259,249.29534171908028,0.0011739753514753732,130.31126401376642,590.6721332647061,yes
366,金地雅居,深圳市南山区深南大道63号,南山,科技园,科技园,2186,113.961472,22.542529,OK,high_end,7940,2009,119740.63,1.19,182.58463296795162,0.00022513297224435787,24.989759919123724,242.08302275000727,yes
369,万科花园,深圳市南山区深南大道113号,南山,科技园,科技园,870,113.960974,22.528981,OK,commodity_housing,8460,2012,85899.09,1.616,101.28211907135997,0.0003723732647191376,41.333432383824274,1208.3515626280791,apartments
370,招商公馆,深圳市南山区深南大道35号,南山,科技园,科技园,673,113.963959,22.538536,OK,commodity_housing,8594,2012,78721.42,1.108,85.61555725189999,9.480224030163867e-05,10.523048673481894,333.8337384830048,warehouse
380,翠湖苑,深圳市南山区西丽路8号,南山,西丽,西丽,32,113.939581,22.548559,OK,urban_village,17666,2008,8179.2,0.815,40.07598887633208,0.00035146041297955317,39.0121058407304,5606.477499813588,industrial
388,雅居苑,深圳市南山区松坪山路38号,南山,西丽,西丽,270,113.933131,22.545235,OK,affordable_housing,9124,2007,41704.44,0.845,64.77707212259892,0.00019304945455427642,21.428489455524684,777.8332405154765,yes
396,中海苑,深圳市南山区珠光路112号,南山,西丽,西丽,408,113.920687,22.546622,OK,affordable_housing,3756,2003,58109.14,0.685,70.23198955441944,0.0008568142260975318,95.10637909682603,611.2674989665811,apartments
428,花样年苑,深圳市南山区留仙大道54号,南山,西丽,西丽,323,113.946016,22.548932,OK,commodity_housing,5792,2000,22360.64,0.921,144.85246585693295,0.0002724554786588782,30.242558131135482,768.6430221041154,industrial
441,宝安花园,深圳市南山区世界之窗125号,南山,沙河,沙河,362,113.968296,22.542509,OK,commodity_housing,18675,2017,40215.4,1.727,90.03767590076248,0.0002844843571049127,31.577763638645308,1467.261443220717,apartments
442,瑞景公馆,深圳市南山区华侨城波托菲诺22号,南山,沙河,沙河,2735,113.939617,22.532222,OK,high_end,12036,2015,145782.51,1.891,187.66201554977516,0.0005137589363649657,57.027241936511196,2876.915217779868,commercial
443,盛世邸,深圳市南山区华侨城香山中街10号,南山,沙河,沙河,4145,113.968104,22.537731,OK,high_end,14864,2008,188617.53,1.699,219.8005400909229,0.00042296479352770585,46.94909208157535,2618.8861766674945,yes
444,雅居名苑,深圳市南山区世界之窗155号,南山,沙河,沙河,1669,113.962507,22.530537,OK,commodity_housing,10206,2016,141020.05,1.956,118.37016419096153,0.0008986242814327902,99.7472952390397,1209.4812454271237,apartments
445,锦绣雅居,深圳市南山区世界之窗142号,南山,沙河,沙河,1360,113.947226,22.516022,OK,commodity_housing,19663,2017,98040.58,2.057,138.78742465424418,0.003226289644746579,358.11815056687027,2997.313644264775,yes
446,绿景湾,深圳市南山区沙河东路80号,南山,沙河,沙河,2306,113.963355,22.511592,OK,commodity_housing,9135,2018,176255.09,2.317,130.87871817337663,0.010598416872344309,1176.4242728302183,86.47860941034247,yes
447,振业岸,深圳市南山区世界之窗187号,南山,沙河,沙河,1768,113.970102,22.527575,OK,commodity_housing,10697,2016,132991.27,1.908,132.94339887080207,0.0028938762211784684,321.22026055081,2230.408570822244,commercial
448,金成居,深圳市南山区华侨城香山中街87号,南山,沙河,沙河,2799,113.963793,22.525016,OK,high_end,8581,2015,110778.65,1.803,252.69392913974494,0.0012904255865302187,143.23724010485427,2017.2430096609564,commercial
449,星海花园,深圳市南山区沙河东路79号,南山,沙河,沙河,740,113.951574,22.525614,OK,commodity_housing,10940,2011,56549.46,1.954,131.025744007361,0.0030143751368223925,334.5956401872856,464.68395499638876,apartments
450,金地公馆,深圳市南山区华侨城香山中街35号,南山,沙河,沙河,1734,113.958211,22.527828,OK,high_end,15370,2000,63714.79,1.821,272.291449663584,0.001240079323028859,137.64880485620333,495.5794831940841,house
451,华润邸,深圳市南山区华侨城香山中街172号,南山,沙河,沙河,4132,113.9669,22.52143,OK,high_end,17252,2003,198213.69,1.886,208.48496194366209,0.00047412034336791935,52.62735811383905,502.46908634567006,yes
452,中海名苑,深圳市南山区沙河东路20号,南山,沙河,沙河,3121,113.960905,22.530019,OK,high_end,15853,2014,111056.57,2.014,281.0427793105823,0.0005044685316390061,55.996007011929684,708.0199295406629,apartments
453,万科雅居,深圳市南山区世界之窗163号,南山,沙河,沙河,1422,113.943896,22.51993,OK,commodity_housing,10493,2003,134768.22,2.065,105.52694733640357,0.0015400832702442612,170.949242997113,3942.3770626453297,commercial
454,招商湾,深圳市南山区沙河东路173号,南山,沙河,沙河,2523,113.956804,22.525929,OK,commodity_housing,6144,2010,168655.31,1.956,149.6278915637541,0.002861161438304627,317.5889196518136,4116.444802559796,residential
455,华侨城岸,深圳市南山区世界之窗42号,南山,沙河,沙河,3079,113.960554,22.51477,OK,high_end,13164,2009,167441.36,1.932,183.9049795182978,0.007326548828002794,813.2469199083101,199.84233048036336,yes
456,花样年居,深圳市南山区世界之窗39号,南山,沙河,沙河,2092,113.952417,22.527167,OK,high_end,3298,2004,84455.23,2.093,247.78512983436912,0.00359449878580891,398.989365224789,910.3004693243852,residential
457,佳兆业花园,深圳市南山区华侨城波托菲诺116号,南山,沙河,沙河,1182,113.967371,22.526544,OK,high_end,18882,2014,46652.63,2.014,253.39656181540354,0.0020304510239651285,225.38006366012925,862.8283409192913,commercial
458,龙光公馆,深圳市南山区世界之窗7号,南山,沙河,沙河,4401,113.953642,22.539473,OK,high_end,19226,2006,169587.91,1.85,259.5332576635874,0.0015675836613863968,174.00178641389004,2474.15701322164,commercial
459,卓越邸,深圳市南山区世界之窗121号,南山,沙河,沙河,4954,113.952101,22.52078,OK,high_end,11106,2015,190652.3,2.019,259.85826698963325,0.002365630753753351,262.585013666622,76.14581166004973,yes
460,华联名苑,深圳市南山区华侨城波托菲诺122号,南山,沙河,沙河,1968,113.974462,22.525412,OK,commodity_housing,13355,2014,148106.06,1.973,132.9377653995704,0.003185933648487366,353.63863498209764,228.59182971793072,yes
461,天悦雅居,深圳市南山区华侨城波托菲诺78号,南山,沙河,沙河,2754,113.942074,22.53779,OK,high_end,7633,2008,170523.1,1.78,161.5084240279328,0.00045036689487996375,49.990725331675975,1806.197811619113,commercial
462,龙瑞湾,深圳市南山区华侨城波托菲诺179号,南山,沙河,沙河,1636,113.967259,22.53174,OK,high_end,16007,2015,58262.4,2.178,280.8982608264083,0.0017199035507514855,190.9092941334149,1357.6811341353884,yes
463,阳光岸,深圳市南山区华侨城香山中街169号,南山,沙河,沙河,1811,113.97028,22.528014,OK,high_end,14350,2019,106393.67,2.101,170.30331524599262,0.0029301535678072058,325.24704602659983,2230.408570822244,commercial
464,翠湖居,深圳市南山区世界之窗181号,南山,沙河,沙河,582,113.96022,22.532757,OK,commodity_housing,15668,2008,57793.4,2.082,100.81530719159306,0.00020208582643938192,22.431526734771392,1463.7640761408888,apartments
465,碧海花园,深圳市南山区世界之窗178号,南山,沙河,沙河,545,113.957657,22.52732,OK,commodity_housing,15744,2019,55775.08,1.831,97.79828620114051,0.0018477504806648144,205.1003033537944,495.5794831940841,house
466,金湾公馆,深圳市南山区沙河东路187号,南山,沙河,沙河,804,113.944672,22.52546,OK,commodity_housing,19017,2016,67533.77,2.144,119.08466205448795,0.00011241627637776887,12.478206677932345,653.0848749773259,apartments
467,银湖邸,深圳市南山区世界之窗18号,南山,沙河,沙河,2597,113.949502,22.536875,OK,high_end,10837,2016,90401.66,2.217,287.36823591811907,0.00056972592646486,63.23957783759946,3763.075151872362,commercial
468,玉泉名苑,深圳市南山区华侨城波托菲诺70号,南山,沙河,沙河,1823,113.956632,22.531656,OK,high_end,11448,2012,91695.95,2.176,198.852720309593,0.001553791167378651,172.47081957903026,2847.7691764262,yes
469,宝安雅居,深圳市南山区世界之窗118号,南山,沙河,沙河,718,113.945229,22.518306,OK,high_end,8476,2021,41678.98,2.213,172.3711238909606,0.002141966465028942,237.75827761821256,2997.313644264775,yes
470,瑞景湾,深圳市南山区华侨城香山中街15号,南山,沙河,沙河,503,113.952956,22.523385,OK,commodity_housing,19788,2013,42065.16,1.897,119.68249573746752,0.0006031642606442129,66.95123293150763,76.14581166004973,yes
471,盛世岸,深圳市南山区沙河东路95号,南山,沙河,沙河,1124,113.957629,22.527692,OK,commodity_housing,19081,2012,101314.46,1.867,110.98041421529707,0.0015123235286262594,167.8679116775148,495.5794831940841,house
472,雅居居,深圳市南山区华侨城波托菲诺25号,南山,沙河,沙河,740,113.965083,22.513068,OK,commodity_housing,9748,2009,50897.44,1.937,145.47647129149823,0.009029524267635782,1002.2771937075718,502.46908634567006,yes
473,锦绣花园,深圳市南山区华侨城波托菲诺173号,南山,沙河,沙河,2359,113.957726,22.528098,OK,high_end,12627,2011,106419.99,1.787,221.7503222505834,0.0011057308306331164,122.73612220027591,495.5794831940841,house
474,绿景公馆,深圳市南山区沙河东路199号,南山,沙河,沙河,3093,113.964987,22.513056,OK,high_end,6124,2013,123744.22,1.935,249.97829650395522,0.00906251279170997,1005.9389198798067,502.46908634567006,yes
475,振业邸,深圳市南山区沙河东路67号,南山,沙河,沙河,1092,113.954948,22.529168,OK,high_end,11226,2008,48184.03,1.944,226.75611706720514,0.003311828460195869,367.61295908174145,495.5794831940841,house
476,金成名苑,深圳市南山区沙河东路16号,南山,沙河,沙河,1027,113.945567,22.539273,OK,commodity_housing,7270,2014,120911.48,1.537,84.98089752145368,0.0007960748953411141,88.36431338286367,681.4345993639199,yes
477,星海雅居,深圳市南山区世界之窗113号,南山,沙河,沙河,517,113.941929,22.520923,OK,commodity_housing,9470,2009,55681.23,1.868,92.9693795233478,0.00028955642242963706,32.14076288968971,252.451857962446,yes
478,金地湾,深圳市南山区华侨城香山中街188号,南山,沙河,沙河,3273,113.957444,22.527278,OK,high_end,12837,2010,112684.54,1.965,290.53917955967086,0.001965764155942606,218.19982130962927,495.5794831940841,house
479,华润岸,深圳市南山区沙河东路188号,南山,沙河,沙河,3635,113.965412,22.535254,OK,high_end,8649,2015,188488.28,1.803,192.88508006568037,0.0002663285939489304,29.562473928331272,704.8033001139091,apartments
480,中海居,深圳市南山区华侨城香山中街68号,南山,沙河,沙河,966,113.958535,22.528971,OK,commodity_housing,16983,2015,118343.05,1.946,81.68035313914223,0.0002929446725909105,32.516858657591065,495.5794831940841,house
481,万科花园,深圳市南山区华侨城香山中街148号,南山,沙河,沙河,1678,113.958871,22.529765,OK,high_end,8911,2011,90458.2,1.925,185.53859908450852,0.0009286366663362149,103.07866996331985,495.5794831940841,house
482,招商公馆,深圳市南山区华侨城香山中街114号,南山,沙河,沙河,781,113.964879,22.542391,OK,commodity_housing,5038,2013,57978.32,1.699,134.7142790637273,0.0012592957528994434,139.78182857183822,2251.795140514476,yes
483,华侨城邸,深圳市南山区华侨城波托菲诺151号,南山,沙河,沙河,3089,113.949003,22.518687,OK,high_end,12643,2011,118379.28,2.057,260.95243466446624,0.001933060512647333,214.56971690385396,2997.313644264775,yes
484,花样年名苑,深圳市南山区华侨城香山中街126号,南山,沙河,沙河,1806,113.961874,22.528407,OK,commodity_housing,13171,2011,132537.56,2.125,136.29158954887188,0.0001796097735195409,19.93668486066904,707.9945757341775,apartments
485,佳兆业雅居,深圳市南山区世界之窗28号,南山,沙河,沙河,1564,113.970881,22.533064,OK,commodity_housing,15581,2009,104438.32,2.017,149.75684161590334,0.0021623843905093764,240.02466734654078,183.29765846249956,house
