id,housetitle,address,quxian,shangquan,sqpinyin,money,price_per_m2,lng,lat,geocode_status,community_type,population,built_year,area_m2,supply
360,雅居府,深圳市南山区科技路99号,南山,科技园,科技园,1397,116.26056464832374,113.939814,22.527583,OK,commodity_housing,7439,2015,120209.64,1.582
361,锦绣花园,深圳市南山区科发路21号,南山,科技园,科技园,1964,143.5759942090226,113.929151,22.528623,OK,commodity_housing,6942,2017,136849.14,1.55
362,绿景公馆,深圳市南山区深南大道11号,南山,科技园,科技园,1198,113.1744854081272,113.922887,22.523021,OK,commodity_housing,9876,2007,105886.96,1.194
363,振业邸,深圳市南山区科技路2号,南山,科技园,科技园,935,115.49417527171028,113.937204,22.551015,OK,commodity_housing,14625,2012,80982.1,1.645
364,金成名苑,深圳市南山区科发路166号,南山,科技园,科技园,1612,128.46512457227408,113.94689,22.554913,OK,commodity_housing,11485,2006,125548.97,1.263
365,星海中心,深圳市南山区朗山一路23号,南山,科技园,科技园,2528,249.29534171908028,113.937925,22.538249,OK,high_end,4922,2008,101436.39,1.259
366,金地雅居,深圳市南山区深南大道63号,南山,科技园,科技园,2186,182.58463296795162,113.961472,22.542529,OK,high_end,7940,2009,119740.63,1.19
367,华润豪庭,深圳市南山区科发路157号,南山,科技园,科技园,2850,214.34773977613358,113.936905,22.557409,OK,high_end,7191,2012,132974.45,1.57
368,中海府,深圳市南山区科发路20号,南山,科技园,科技园,3763,295.0895381289548,113.919572,22.55278,OK,high_end,6378,2005,127525.63,1.524
369,万科花园,深圳市南山区深南大道113号,南山,科技园,科技园,870,101.28211907135997,113.960974,22.528981,OK,commodity_housing,8460,2012,85899.09,1.616
370,招商公馆,深圳市南山区深南大道35号,南山,科技园,科技园,673,85.61555725189999,113.963959,22.538536,OK,commodity_housing,8594,2012,78721.42,1.108
371,华侨城新区,深圳市南山区珠光路125号,南山,西丽,西丽,353,68.73842144343595,113.930597,22.578059,OK,affordable_housing,5839,1998,51464.47,0.738
372,花样年苑,深圳市南山区松坪山路48号,南山,西丽,西丽,111,34.730761792294714,113.912626,22.567437,OK,urban_village,8060,2009,32183.3,0.824
373,佳兆业园,深圳市南山区松坪山路113号,南山,西丽,西丽,165,79.43353723603806,113.903345,22.559429,OK,affordable_housing,5262,2011,20872.69,0.997
374,龙光居,深圳市南山区留仙大道120号,南山,西丽,西丽,275,70.32594841651054,113.898077,22.585947,OK,affordable_housing,6383,1995,39107.33,0.805
375,卓越小区,深圳市南山区松坪山路193号,南山,西丽,西丽,96,40.89850817066777,113.935469,22.575902,OK,urban_village,5304,2004,23478.7,0.494
376,华联邨,深圳市南山区留仙大道112号,南山,西丽,西丽,201,51.81814723144729,113.940598,22.600288,OK,affordable_housing,9086,2001,38968.33,0.911
377,天悦村,深圳市南山区珠光路66号,南山,西丽,西丽,1075,146.7474568496056,113.935927,22.578937,OK,commodity_housing,9389,2006,73265.98,0.783
378,龙瑞花园,深圳市南山区珠光路40号,南山,西丽,西丽,255,51.55968055933123,113.921296,22.573729,OK,affordable_housing,11802,2006,49463.01,0.613
379,阳光新区,深圳市南山区茶光路181号,南山,西丽,西丽,544,127.84176441852563,113.933858,22.609815,OK,commodity_housing,4566,2005,42618.18,0.918
380,翠湖苑,深圳市南山区西丽路8号,南山,西丽,西丽,32,40.07598887633208,113.939581,22.548559,OK,urban_village,17666,2008,8179.2,0.815
381,碧海园,深圳市南山区珠光路147号,南山,西丽,西丽,266,76.75679309769689,113.955298,22.568126,OK,affordable_housing,7750,2001,34697.12,0.802
382,金湾居,深圳市南山区留仙大道160号,南山,西丽,西丽,147,83.865576452012,113.903825,22.569153,OK,commodity_housing,4411,2002,17608.86,0.685
383,银湖小区,深圳市南山区松坪山路49号,南山,西丽,西丽,244,89.07752847569648,113.932554,22.582477,OK,commodity_housing,2191,2001,27453.75,0.676
384,玉泉邨,深圳市南山区留仙大道31号,南山,西丽,西丽,114,46.61647304645351,113.92358,22.586418,OK,urban_village,14457,2001,24527.71,0.637
385,宝安村,深圳市南山区松坪山路190号,南山,西丽,西丽,139,50.094227181443664,113.923622,22.596659,OK,affordable_housing,3447,2005,27771.8,0.779
386,瑞景花园,深圳市南山区留仙大道9号,南山,西丽,西丽,345,99.73433300333105,113.94096,22.567095,OK,commodity_housing,11182,1998,34678.1,0.829
387,盛世新区,深圳市南山区珠光路81号,南山,西丽,西丽,107,53.79069443943532,113.93442,22.589314,OK,affordable_housing,7518,2010,19943.45,0.542
388,雅居苑,深圳市南山区松坪山路38号,南山,西丽,西丽,270,64.77707212259892,113.933131,22.545235,OK,affordable_housing,9124,2007,41704.44,0.845
389,锦绣园,深圳市南山区西丽路134号,南山,西丽,西丽,582,93.74934511104122,113.936659,22.567245,OK,commodity_housing,2186,2002,62183.52,0.476
390,绿景居,深圳市南山区西丽路77号,南山,西丽,西丽,355,66.57986803330245,113.911532,22.56963,OK,affordable_housing,2269,2005,53355.89,0.538
391,振业小区,深圳市南山区珠光路166号,南山,西丽,西丽,160,74.77132854682,113.927395,22.573799,OK,affordable_housing,7570,2002,21403.24,0.51
392,金成邨,深圳市南山区西丽路59号,南山,西丽,西丽,62,27.175430457569718,113.949638,22.574244,OK,urban_village,12645,2005,23126.26,0.62
393,星海村,深圳市南山区留仙大道114号,南山,西丽,西丽,337,68.7043349155789,113.945676,22.554972,OK,affordable_housing,5558,2004,49169.98,0.851
394,金地花园,深圳市南山区留仙大道109号,南山,西丽,西丽,46,32.34872752542244,113.942441,22.582348,OK,urban_village,12565,1995,14373.09,0.641
395,华润新区,深圳市南山区留仙大道145号,南山,西丽,西丽,70,129.1741839111928,113.950071,22.570726,OK,commodity_housing,10102,2005,5482.64,0.864
396,中海苑,深圳市南山区珠光路112号,南山,西丽,西丽,408,70.23198955441944,113.920687,22.546622,OK,affordable_housing,3756,2003,58109.14,0.685
397,万科园,深圳市南山区西丽路52号,南山,西丽,西丽,141,99.49295102492866,113.920386,22.593064,OK,commodity_housing,8622,2004,14255.06,0.917
398,招商居,深圳市南山区西丽路185号,南山,西丽,西丽,298,130.72188007933403,113.961402,22.562832,OK,commodity_housing,5791,2008,22810.89,0.616
399,华侨城小区,深圳市南山区珠光路85号,南山,西丽,西丽,68,30.923333122666214,113.942046,22.607951,OK,urban_village,11474,1997,22238.96,0.841
400,花样年邨,深圳市南山区西丽路115号,南山,西丽,西丽,322,52.62645992083342,113.946534,22.550069,OK,affordable_housing,10100,2006,61206.95,0.659
401,佳兆业村,深圳市南山区珠光路115号,南山,西丽,西丽,778,139.36764645109412,113.929407,22.578871,OK,commodity_housing,11221,2010,55887.5,0.591
402,龙光花园,深圳市南山区松坪山路83号,南山,西丽,西丽,100,42.65615406388156,113.917745,22.577512,OK,urban_village,14339,2013,23572.86,0.83
403,卓越新区,深圳市南山区松坪山路155号,南山,西丽,西丽,274,145.0041393480776,113.925489,22.589011,OK,commodity_housing,8603,2004,18929.98,0.774
404,华联苑,深圳市南山区茶光路152号,南山,西丽,西丽,440,143.92628762950193,113.934765,22.581124,OK,commodity_housing,8615,2005,30606.9,0.68
405,天悦园,深圳市南山区西丽路15号,南山,西丽,西丽,211,78.24598730853323,113.907218,22.582204,OK,affordable_housing,10002,1996,27070.01,0.469
406,龙瑞居,深圳市南山区松坪山路87号,南山,西丽,西丽,503,72.72393336352152,113.900568,22.585087,OK,affordable_housing,8305,2008,69209.94,0.614
407,阳光小区,深圳市南山区珠光路190号,南山,西丽,西丽,375,74.67483947870682,113.928868,22.581572,OK,affordable_housing,9545,2001,50284.77,0.845
408,翠湖邨,深圳市南山区西丽路122号,南山,西丽,西丽,114,40.80595377169652,113.925924,22.578364,OK,urban_village,13806,2001,28098.76,0.84
409,碧海村,深圳市南山区留仙大道138号,南山,西丽,西丽,908,128.9782936341096,113.899765,22.568866,OK,commodity_housing,6059,2004,70476.45,0.714
410,金湾花园,深圳市南山区珠光路56号,南山,西丽,西丽,783,120.38001667928901,113.929824,22.578335,OK,commodity_housing,6298,2002,65073.55,0.463
411,银湖新区,深圳市南山区留仙大道123号,南山,西丽,西丽,106,30.57655153856892,113.947139,22.589207,OK,urban_village,10016,2004,34973.69,0.935
412,玉泉苑,深圳市南山区留仙大道31号,南山,西丽,西丽,114,44.551269231593956,113.929773,22.558357,OK,urban_village,16149,2000,25618.07,0.419
413,宝安园,深圳市南山区茶光路8号,南山,西丽,西丽,617,85.35079027276134,113.952901,22.585884,OK,commodity_housing,8837,1998,72330.77,0.905
414,瑞景居,深圳市南山区茶光路110号,南山,西丽,西丽,523,77.38677334209726,113.930987,22.57952,OK,affordable_housing,10848,2005,67594.32,0.615
415,盛世小区,深圳市南山区珠光路58号,南山,西丽,西丽,208,81.17294131446677,113.932006,22.582455,OK,commodity_housing,11968,2001,25681.81,0.665
416,雅居邨,深圳市南山区留仙大道146号,南山,西丽,西丽,223,54.83656435925368,113.92249,22.560978,OK,affordable_housing,9982,2010,40669.71,0.645
417,锦绣村,深圳市南山区西丽路163号,南山,西丽,西丽,355,69.85333197414916,113.913975,22.606256,OK,affordable_housing,9566,2003,50959.69,0.963
418,绿景花园,深圳市南山区留仙大道65号,南山,西丽,西丽,223,76.97781076774069,113.918219,22.593254,OK,affordable_housing,3895,2000,28973.9,1.175
419,振业新区,深圳市南山区松坪山路144号,南山,西丽,西丽,141,66.68984021771237,113.905351,22.587029,OK,affordable_housing,9023,2010,21271.72,0.573
420,金成苑,深圳市南山区西丽路45号,南山,西丽,西丽,84,43.2871589925779,113.944166,22.581819,OK,urban_village,7713,2010,19445.18,0.755
421,星海园,深圳市南山区珠光路117号,南山,西丽,西丽,412,117.19058128456524,113.930909,22.576496,OK,commodity_housing,9119,1995,35240.8,0.851
422,金地居,深圳市南山区留仙大道108号,南山,西丽,西丽,188,117.8207572253215,113.906941,22.589125,OK,commodity_housing,9549,1998,15982.72,0.9
423,华润小区,深圳市南山区茶光路191号,南山,西丽,西丽,144,56.45613439199578,113.906786,22.600064,OK,affordable_housing,2607,2003,25578.85,0.941
424,中海邨,深圳市南山区茶光路22号,南山,西丽,西丽,129,33.645152460260626,113.929969,22.578221,OK,urban_village,9663,2010,38527.96,0.837
425,万科村,深圳市南山区西丽路23号,南山,西丽,西丽,399,101.31447729242656,113.93901,22.58789,OK,commodity_housing,10790,2004,39473.81,0.72
426,招商花园,深圳市南山区西丽路74号,南山,西丽,西丽,90,28.262531602929606,113.958442,22.590455,OK,urban_village,17806,2002,32058.42,0.946
427,华侨城新区,深圳市南山区茶光路11号,南山,西丽,西丽,299,54.890573414446585,113.93236,22.576239,OK,affordable_housing,3048,2009,54628.9,0.761
428,花样年苑,深圳市南山区留仙大道54号,南山,西丽,西丽,323,144.85246585693295,113.946016,22.548932,OK,commodity_housing,5792,2000,22360.64,0.921
429,佳兆业园,深圳市南山区留仙大道76号,南山,西丽,西丽,774,101.95945584364456,113.933324,22.592319,OK,commodity_housing,3881,2002,76006.7,0.842
430,龙光居,深圳市南山区松坪山路12号,南山,西丽,西丽,64,66.98214939344496,113.916978,22.592938,OK,affordable_housing,8785,2003,9641.43,1.214
431,卓越小区,深圳市南山区珠光路175号,南山,西丽,西丽,833,111.50410475983577,113.925164,22.581048,OK,commodity_housing,10711,2000,74779.88,0.457
432,华联邨,深圳市南山区珠光路195号,南山,西丽,西丽,398,72.77260797666915,113.93201,22.575878,OK,affordable_housing,2969,2000,54709.72,0.922
433,天悦村,深圳市南山区松坪山路130号,南山,西丽,西丽,560,90.44746288190318,113.905833,22.580378,OK,commodity_housing,8308,2000,62012.07,0.492
434,龙瑞花园,深圳市南山区珠光路100号,南山,西丽,西丽,11,29.835883573912064,113.910039,22.590941,OK,urban_village,11541,2000,3769.48,0.818
435,阳光新区,深圳市南山区留仙大道82号,南山,西丽,西丽,189,38.63955304480166,113.953656,22.557429,OK,urban_village,17317,2001,49108.91,0.485
436,翠湖苑,深圳市南山区珠光路42号,南山,西丽,西丽,166,149.28294893865342,113.952049,22.58445,OK,commodity_housing,5748,1996,11151.78,0.612
437,碧海园,深圳市南山区茶光路116号,南山,西丽,西丽,706,133.7603804719247,113.9134,22.584032,OK,commodity_housing,7308,2001,52842.64,0.991
438,金湾居,深圳市南山区西丽路139号,南山,西丽,西丽,116,42.22719134370574,113.909558,22.585151,OK,urban_village,8383,1998,27569.81,0.961
439,银湖小区,深圳市南山区珠光路106号,南山,西丽,西丽,291,69.56279185644952,113.9044,22.568566,OK,affordable_housing,9392,1995,41917.42,0.517
440,玉泉邨,深圳市南山区茶光路12号,南山,西丽,西丽,392,147.46762126149315,113.935432,22.557625,OK,commodity_housing,8553,2004,26587.35,0.456
441,宝安花园,深圳市南山区世界之窗125号,南山,沙河,沙河,362,90.03767590076248,113.968296,22.542509,OK,commodity_housing,18675,2017,40215.4,1.727
442,瑞景公馆,深圳市南山区华侨城波托菲诺22号,南山,沙河,沙河,2735,187.66201554977516,113.939617,22.532222,OK,high_end,12036,2015,145782.51,1.891
443,盛世邸,深圳市南山区华侨城香山中街10号,南山,沙河,沙河,4145,219.8005400909229,113.968104,22.537731,OK,high_end,14864,2008,188617.53,1.699
444,雅居名苑,深圳市南山区世界之窗155号,南山,沙河,沙河,1669,118.37016419096153,113.962507,22.530537,OK,commodity_housing,10206,2016,141020.05,1.956
445,锦绣雅居,深圳市南山区世界之窗142号,南山,沙河,沙河,1360,138.78742465424418,113.947226,22.516022,OK,commodity_housing,19663,2017,98040.58,2.057
446,绿景湾,深圳市南山区沙河东路80号,南山,沙河,沙河,2306,130.87871817337663,113.963355,22.511592,OK,commodity_housing,9135,2018,176255.09,2.317
447,振业岸,深圳市南山区世界之窗187号,南山,沙河,沙河,1768,132.94339887080207,113.970102,22.527575,OK,commodity_housing,10697,2016,132991.27,1.908
448,金成居,深圳市南山区华侨城香山中街87号,南山,沙河,沙河,2799,252.69392913974494,113.963793,22.525016,OK,high_end,8581,2015,110778.65,1.803
449,星海花园,深圳市南山区沙河东路79号,南山,沙河,沙河,740,131.025744007361,113.951574,22.525614,OK,commodity_housing,10940,2011,56549.46,1.954
450,金地公馆,深圳市南山区华侨城香山中街35号,南山,沙河,沙河,1734,272.291449663584,113.958211,22.527828,OK,high_end,15370,2000,63714.79,1.821
451,华润邸,深圳市南山区华侨城香山中街172号,南山,沙河,沙河,4132,208.48496194366209,113.9669,22.52143,OK,high_end,17252,2003,198213.69,1.886
452,中海名苑,深圳市南山区沙河东路20号,南山,沙河,沙河,3121,281.0427793105823,113.960905,22.530019,OK,high_end,15853,2014,111056.57,2.014
453,万科雅居,深圳市南山区世界之窗163号,南山,沙河,沙河,1422,105.52694733640357,113.943896,22.51993,OK,commodity_housing,10493,2003,134768.22,2.065
454,招商湾,深圳市南山区沙河东路173号,南山,沙河,沙河,2523,149.6278915637541,113.956804,22.525929,OK,commodity_housing,6144,2010,168655.31,1.956
455,华侨城岸,深圳市南山区世界之窗42号,南山,沙河,沙河,3079,183.9049795182978,113.960554,22.51477,OK,high_end,13164,2009,167441.36,1.932
456,花样年居,深圳市南山区世界之窗39号,南山,沙河,沙河,2092,247.78512983436912,113.952417,22.527167,OK,high_end,3298,2004,84455.23,2.093
457,佳兆业花园,深圳市南山区华侨城波托菲诺116号,南山,沙河,沙河,1182,253.39656181540354,113.967371,22.526544,OK,high_end,18882,2014,46652.63,2.014
458,龙光公馆,深圳市南山区世界之窗7号,南山,沙河,沙河,4401,259.5332576635874,113.953642,22.539473,OK,high_end,19226,2006,169587.91,1.85
459,卓越邸,深圳市南山区世界之窗121号,南山,沙河,沙河,4954,259.85826698963325,113.952101,22.52078,OK,high_end,11106,2015,190652.3,2.019
460,华联名苑,深圳市南山区华侨城波托菲诺122号,南山,沙河,沙河,1968,132.9377653995704,113.974462,22.525412,OK,commodity_housing,13355,2014,148106.06,1.973
461,天悦雅居,深圳市南山区华侨城波托菲诺78号,南山,沙河,沙河,2754,161.5084240279328,113.942074,22.53779,OK,high_end,7633,2008,170523.1,1.78
462,龙瑞湾,深圳市南山区华侨城波托菲诺179号,南山,沙河,沙河,1636,280.8982608264083,113.967259,22.53174,OK,high_end,16007,2015,58262.4,2.178
463,阳光岸,深圳市南山区华侨城香山中街169号,南山,沙河,沙河,1811,170.30331524599262,113.97028,22.528014,OK,high_end,14350,2019,106393.67,2.101
464,翠湖居,深圳市南山区世界之窗181号,南山,沙河,沙河,582,100.81530719159306,113.96022,22.532757,OK,commodity_housing,15668,2008,57793.4,2.082
465,碧海花园,深圳市南山区世界之窗178号,南山,沙河,沙河,545,97.79828620114051,113.957657,22.52732,OK,commodity_housing,15744,2019,55775.08,1.831
466,金湾公馆,深圳市南山区沙河东路187号,南山,沙河,沙河,804,119.08466205448795,113.944672,22.52546,OK,commodity_housing,19017,2016,67533.77,2.144
467,银湖邸,深圳市南山区世界之窗18号,南山,沙河,沙河,2597,287.36823591811907,113.949502,22.536875,OK,high_end,10837,2016,90401.66,2.217
468,玉泉名苑,深圳市南山区华侨城波托菲诺70号,南山,沙河,沙河,1823,198.852720309593,113.956632,22.531656,OK,high_end,11448,2012,91695.95,2.176
469,宝安雅居,深圳市南山区世界之窗118号,南山,沙河,沙河,718,172.3711238909606,113.945229,22.518306,OK,high_end,8476,2021,41678.98,2.213
470,瑞景湾,深圳市南山区华侨城香山中街15号,南山,沙河,沙河,503,119.68249573746752,113.952956,22.523385,OK,commodity_housing,19788,2013,42065.16,1.897
471,盛世岸,深圳市南山区沙河东路95号,南山,沙河,沙河,1124,110.98041421529707,113.957629,22.527692,OK,commodity_housing,19081,2012,101314.46,1.867
472,雅居居,深圳市南山区华侨城波托菲诺25号,南山,沙河,沙河,740,145.47647129149823,113.965083,22.513068,OK,commodity_housing,9748,2009,50897.44,1.937
473,锦绣花园,深圳市南山区华侨城波托菲诺173号,南山,沙河,沙河,2359,221.7503222505834,113.957726,22.528098,OK,high_end,12627,2011,106419.99,1.787
474,绿景公馆,深圳市南山区沙河东路199号,南山,沙河,沙河,3093,249.97829650395522,113.964987,22.513056,OK,high_end,6124,2013,123744.22,1.935
475,振业邸,深圳市南山区沙河东路67号,南山,沙河,沙河,1092,226.75611706720514,113.954948,22.529168,OK,high_end,11226,2008,48184.03,1.944
476,金成名苑,深圳市南山区沙河东路16号,南山,沙河,沙河,1027,84.98089752145368,113.945567,22.539273,OK,commodity_housing,7270,2014,120911.48,1.537
477,星海雅居,深圳市南山区世界之窗113号,南山,沙河,沙河,517,92.9693795233478,113.941929,22.520923,OK,commodity_housing,9470,2009,55681.23,1.868
478,金地湾,深圳市南山区华侨城香山中街188号,南山,沙河,沙河,3273,290.53917955967086,113.957444,22.527278,OK,high_end,12837,2010,112684.54,1.965
479,华润岸,深圳市南山区沙河东路188号,南山,沙河,沙河,3635,192.88508006568037,113.965412,22.535254,OK,high_end,8649,2015,188488.28,1.803
480,中海居,深圳市南山区华侨城香山中街68号,南山,沙河,沙河,966,81.68035313914223,113.958535,22.528971,OK,commodity_housing,16983,2015,118343.05,1.946
481,万科花园,深圳市南山区华侨城香山中街148号,南山,沙河,沙河,1678,185.53859908450852,113.958871,22.529765,OK,high_end,8911,2011,90458.2,1.925
482,招商公馆,深圳市南山区华侨城香山中街114号,南山,沙河,沙河,781,134.7142790637273,113.964879,22.542391,OK,commodity_housing,5038,2013,57978.32,1.699
483,华侨城邸,深圳市南山区华侨城波托菲诺151号,南山,沙河,沙河,3089,260.95243466446624,113.949003,22.518687,OK,high_end,12643,2011,118379.28,2.057
484,花样年名苑,深圳市南山区华侨城香山中街126号,南山,沙河,沙河,1806,136.29158954887188,113.961874,22.528407,OK,commodity_housing,13171,2011,132537.56,2.125
485,佳兆业雅居,深圳市南山区世界之窗28号,南山,沙河,沙河,1564,149.75684161590334,113.970881,22.533064,OK,commodity_housing,15581,2009,104438.32,2.017
486,龙光湾,深圳市南山区世界之窗85号,南山,沙河,沙河,925,141.57210476982334,113.954425,22.520933,OK,commodity_housing,5887,2019,65397.88,2.196
487,卓越岸,深圳市南山区沙河东路149号,南山,沙河,沙河,2556,239.06709479151783,113.96216,22.527778,OK,high_end,19234,2015,106942.33,1.936
488,华联居,深圳市南山区华侨城波托菲诺135号,南山,沙河,沙河,1132,153.77986422316044,113.947105,22.529955,OK,high_end,5987,2007,73617.15,2.092
489,天悦花园,深圳市南山区华侨城香山中街177号,南山,沙河,沙河,2054,122.70755454253643,113.960128,22.516925,OK,commodity_housing,19184,2016,167398.98,2.097
490,龙瑞公馆,深圳市南山区华侨城波托菲诺41号,南山,沙河,沙河,2625,193.2276788939294,113.961501,22.531881,OK,high_end,4627,2008,135887.89,1.975
491,阳光邸,深圳市南山区世界之窗19号,南山,沙河,沙河,2154,113.01546435254167,113.952289,22.528135,OK,commodity_housing,5881,2010,190635.88,1.853
492,翠湖名苑,深圳市南山区华侨城香山中街177号,南山,沙河,沙河,2214,179.44414534666006,113.950248,22.520181,OK,high_end,9487,2009,123420.32,2.163
493,碧海雅居,深圳市南山区华侨城波托菲诺147号,南山,沙河,沙河,2596,188.36155523224505,113.96545,22.519184,OK,high_end,7818,2015,137863.43,1.924
494,金湾湾,深圳市南山区华侨城香山中街122号,南山,沙河,沙河,1234,121.58346258967677,113.959852,22.531114,OK,commodity_housing,4462,2005,101557.21,1.963
495,银湖岸,深圳市南山区华侨城香山中街109号,南山,沙河,沙河,4203,247.40682303549335,113.973163,22.534832,OK,high_end,7476,2005,169898.58,1.864
496,玉泉居,深圳市南山区世界之窗79号,南山,沙河,沙河,724,112.09629935309107,113.963615,22.51021,OK,commodity_housing,11334,2011,64605.39,2.229
497,宝安花园,深圳市南山区华侨城香山中街11号,南山,沙河,沙河,1362,284.6078576195572,113.950942,22.516397,OK,high_end,3066,2009,47875.35,1.894
498,瑞景公馆,深圳市南山区世界之窗199号,南山,沙河,沙河,3902,263.7060631516825,113.958507,22.530716,OK,high_end,15940,2010,147982.91,1.867
499,盛世邸,深圳市南山区沙河东路178号,南山,沙河,沙河,1724,172.70567568949124,113.954852,22.535586,OK,high_end,14469,2016,99831.54,2.214
500,雅居名苑,深圳市南山区沙河东路70号,南山,沙河,沙河,4759,244.80288126336546,113.957484,22.528959,OK,high_end,10297,2013,194433.54,1.947
