id,housetitle,address,quxian,shangquan,sqpinyin,money,lng,lat,geocode_status
397,宝安山庄,深圳松岗镇江边村松兴路与沈海高速路交汇处,宝安,松岗,songgang,13478,,,ERR:HTTP Error 429: Too 
398,众和花园,"深圳松岗镇塘下涌村,塘下涌村委会附近",宝安,松岗,songgang,4903,,,ERR:HTTP Error 429: Too 
399,麒麟雅居(松岗),深圳宝安松岗松岗公园对面,宝安,松岗,songgang,4956,,,ERR:HTTP Error 429: Too 
400,居乐苑,深圳宝安区松岗街道创业路,宝安,松岗,songgang,13646,,,ERR:HTTP Error 429: Too 
401,御景城,深圳沙江路与宝安大道交汇处,宝安,松岗,songgang,5446,,,ERR:HTTP Error 429: Too 
402,松涛花园,深圳宝安区松岗佳华商场旁,宝安,松岗,songgang,10851,,,ERR:HTTP Error 429: Too 
403,桂景园,深圳松岗大道13号,宝安,松岗,songgang,19773,,,ERR:HTTP Error 429: Too 
404,鸿福花园,深圳宝安松岗燕罗大道,宝安,松岗,songgang,6473,,,ERR:HTTP Error 429: Too 
405,宝安山庄尊域,深圳松岗新城沙江路与朗碧路(原沙江路)交汇处,宝安,松岗,songgang,16385,,,ERR:HTTP Error 429: Too 
406,丽园小筑,深圳松岗集信大厦旁,宝安,松岗,songgang,3919,,,ERR:HTTP Error 429: Too 
407,联投东方,深圳松岗街道东方大道与松岗大道交汇处,宝安,松岗,songgang,17250,,,ERR:HTTP Error 429: Too 
408,集信大厦,深圳宝安区松岗街道楼岗路,宝安,松岗,songgang,5952,,,ERR:HTTP Error 429: Too 
409,红星国际星城,深圳宝安松岗街道办红星龙门村,宝安,松岗,songgang,6317,,,ERR:HTTP Error 429: Too 
410,金福雅苑,深圳宝安大道与松明路大道交汇处,宝安,松岗,songgang,4199,,,ERR:HTTP Error 429: Too 
411,红星花园,深圳红星花园宝安松岗街道松明大道旁,宝安,松岗,songgang,8015,,,ERR:HTTP Error 429: Too 
412,景湖家园,深圳松岗镇松河北路,宝安,松岗,songgang,3671,,,ERR:HTTP Error 429: Too 
413,御溪城,深圳深圳市宝安区松岗镇沙浦围二村宝安大道附近,宝安,松岗,songgang,7351,,,ERR:HTTP Error 429: Too 
414,温馨雅苑,深圳深圳松岗松明大道旁,宝安,松岗,songgang,3550,,,ERR:HTTP Error 429: Too 
415,景星名苑,深圳罗田村象山大道龙山二路与龙井路交汇处,宝安,松岗,songgang,3697,,,ERR:HTTP Error 429: Too 
416,集信雅苑,深圳宝安区松岗镇松裕路,宝安,松岗,songgang,9882,,,ERR:HTTP Error 429: Too 
417,松盛大厦,深圳宝安区松岗街道胜利街,宝安,松岗,songgang,9252,,,ERR:HTTP Error 429: Too 
418,鑫运家园,深圳宝安区松岗大道东方一路天虹商场旁,宝安,松岗,songgang,3992,,,ERR:HTTP Error 429: Too 
419,松兴大厦,深圳宝安区松岗佳华商场旁,宝安,松岗,songgang,9463,,,ERR:HTTP Error 429: Too 
420,宜新花园,深圳松岗镇广深路松岗段,宝安,松岗,songgang,3223,,,ERR:HTTP Error 429: Too 
421,红星丽苑,深圳深圳市宝安区松岗镇上步美路42号,宝安,松岗,songgang,4318,,,ERR:HTTP Error 429: Too 
422,国际新城,深圳松岗街道松明大道旁,宝安,松岗,songgang,4572,,,ERR:HTTP Error 429: Too 
423,天鹅山庄,深圳深圳市宝安区燕川镇,宝安,松岗,songgang,25879,,,ERR:HTTP Error 429: Too 
424,宝利豪庭商铺,"深圳107国道与楼岗大道交汇处,宝安区松岗街道办楼岗大道1号",宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
425,楼岗南区综合住宅小区,深圳宝安区松岗街道楼岗社区楼岗路,宝安,松岗,songgang,4267,,,ERR:HTTP Error 429: Too 
426,中海西岸华府商铺,深圳宝安松岗沙江西路与朗碧路交汇处,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
427,集信名城别墅,深圳松岗街道沙江东路,宝安,松岗,songgang,22557,,,ERR:HTTP Error 429: Too 
428,红星花园商铺,深圳红星花园宝安松岗街道松明大道旁,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
429,松涛花园商铺,深圳宝安区松岗佳华商场旁,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
430,松岗义乌批发商业城,深圳深圳市松岗大道与搂岗大道交汇处,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
431,鸿福花园商铺,深圳宝安松岗燕罗大道,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
432,宝安山庄商铺,深圳松岗镇江边村,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
433,宝安桃花源松岗高新产业园,深圳松岗街道芙蓉东路桃花源松岗分园,宝安,松岗,songgang,8441,,,ERR:HTTP Error 429: Too 
434,富通御岭公馆商铺,深圳松岗广深高速与沙江路交汇处北侧(中海西岸华府北侧),宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
435,红星丽苑商铺,深圳深圳市宝安区松岗镇上步美路42号,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
436,宏发君域商铺,深圳松岗107国道与沙江路交界处,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
437,集信名城商铺,深圳松岗街道沙江东路,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
438,集信大厦商铺,深圳宝安区松岗街道楼岗路,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
439,居乐苑商铺,深圳宝安区松岗街道创业路,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
440,集信雅苑商铺,深圳宝安区松岗镇松裕路,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
441,楼岗南区综合住宅小区商铺,深圳宝安区松岗街道楼岗社区楼岗路,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
442,丽园小筑商铺,深圳松岗集信大厦旁,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
443,南星大厦商铺,深圳宝安区公明镇建设路I-13区,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
444,松兴大厦商铺,深圳宝安区松岗佳华商场旁,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
445,松盛大厦商铺,深圳宝安区松岗街道胜利街,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
446,深圳中阁城大酒店,深圳深圳市宝安区松岗潭头路口,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
447,星际家园写字楼,深圳宝安大道与松岗松明大道交汇处,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
448,中阁城大酒店,深圳宝安区松岗107国道潭头路口,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
449,琦丰达大厦,深圳松岗街道松岗大道与芙蓉路交汇处东南,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
450,松河瑞园,深圳溪头工业四路西侧,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
451,塘下涌居住项目,深圳宝安区松岗街道,宝安,松岗,songgang,0,,,ERR:HTTP Error 429: Too 
452,丽沙花都,深圳沙井市民广场南面,宝安,沙井,shajing,18379,,,ERR:HTTP Error 429: Too 
453,棕榈堡,深圳宝安区中心路天虹商场南侧,宝安,沙井,shajing,23655,,,ERR:HTTP Error 429: Too 
454,禧园,深圳沙井宝安大道与新沙路交汇处北,宝安,沙井,shajing,26321,,,ERR:HTTP Error 429: Too 
455,名豪丽城,深圳深圳市宝安区沙井街道中心路与上星南路交汇处,宝安,沙井,shajing,7672,,,ERR:HTTP Error 429: Too 
456,万科翡丽郡,深圳沿江新城新沙路与环镇路交汇处东北角,宝安,沙井,shajing,29248,,,ERR:HTTP Error 429: Too 
457,华盛·西荟城,深圳宝安区沙井街道办壆岗村新沙路与永通路交汇处,宝安,沙井,shajing,25592,,,ERR:HTTP Error 429: Too 
458,共和花园,深圳深圳宝安沙井北环路旁,宝安,沙井,shajing,4571,,,ERR:HTTP Error 429: Too 
459,城市丽都花园,"深圳沙井107国道,市民广场天虹商场旁",宝安,沙井,shajing,6273,,,ERR:HTTP Error 429: Too 
460,新桥统建楼,深圳沙井中心路和北环路交汇处,宝安,沙井,shajing,4133,,,ERR:HTTP Error 429: Too 
461,春和雅苑,深圳宝安大道与南环路交汇,宝安,沙井,shajing,5412,,,ERR:HTTP Error 429: Too 
462,博岗统建楼,深圳沙井博岗村沙井政府旁,宝安,沙井,shajing,8399,,,ERR:HTTP Error 429: Too 
463,蚝二学府花园,深圳宝安区沙井街道办事处蚝乡路,宝安,沙井,shajing,5985,,,ERR:HTTP Error 429: Too 
464,后亭雅苑,深圳宝安区沙井镇沙松路后亭社区,宝安,沙井,shajing,5151,,,ERR:HTTP Error 429: Too 
465,星悦豪庭,深圳沙井街道办上星村,宝安,沙井,shajing,7251,,,ERR:HTTP Error 429: Too 
466,景盛豪庭,深圳沙井中心路丽沙花都南侧,宝安,沙井,shajing,6512,,,ERR:HTTP Error 429: Too 
467,沙井恒基花园,深圳沙井南环路与锦程路交汇处,宝安,沙井,shajing,5074,,,ERR:HTTP Error 429: Too 
468,名仕国际,深圳宝安区沙井万丰社区107国道旁,宝安,沙井,shajing,3959,,,ERR:HTTP Error 429: Too 
469,西荟城三期,深圳沙井镇新沙路与银图路交汇处,宝安,沙井,shajing,20982,,,ERR:HTTP Error 429: Too 
470,恒源花园,深圳沙井街道办对面,宝安,沙井,shajing,5973,,,ERR:HTTP Error 429: Too 
471,沙头麒麟花园,深圳宝安区沙井路138号,宝安,沙井,shajing,4014,,,ERR:HTTP Error 429: Too 
472,新城市广场,深圳宝安大道与新和大道交汇处以西2千米步涌新村(新万众百货对面),宝安,沙井,shajing,4018,,,ERR:HTTP Error 429: Too 
473,丰泽园(沙井),深圳沙井街道西环路与蚝乡路交叉处,宝安,沙井,shajing,3824,,,ERR:HTTP Error 429: Too 
474,正海华府,深圳沙井塘尾大朗山二路,宝安,沙井,shajing,6395,,,ERR:HTTP Error 429: Too 
475,鹏程花园,深圳沙井镇步涌共和大道鹏程花园,宝安,沙井,shajing,4008,,,ERR:HTTP Error 429: Too 
476,上城名邸,深圳宝安区沙井镇中心路南山二路,宝安,沙井,shajing,5612,,,ERR:HTTP Error 429: Too 
477,沙利公馆,深圳深圳宝安沙井中心路北环路和新沙路之间,宝安,沙井,shajing,7911,,,ERR:HTTP Error 429: Too 
478,濠景城,深圳沙井街道民主大道旁,宝安,沙井,shajing,7240,,,ERR:HTTP Error 429: Too 
479,西海岸花园(沙井),深圳锦绣与民主大道交汇处南侧,宝安,沙井,shajing,6011,,,ERR:HTTP Error 429: Too 
480,创新花园,深圳沙井天虹商场旁创新路,宝安,沙井,shajing,6920,,,ERR:HTTP Error 429: Too 
481,沙井富居,深圳宝安沙井中心路海南东山羊庄旁,宝安,沙井,shajing,4658,,,ERR:HTTP Error 429: Too 
482,荣泰园,深圳宝安大道与新沙路交汇处佳华商场对面,宝安,沙井,shajing,6033,,,ERR:HTTP Error 429: Too 
483,海欣田园,深圳沙井街道民主大道北,宝安,沙井,shajing,3850,,,ERR:HTTP Error 429: Too 
484,丽沙花都二期,深圳沙井镇中心区,宝安,沙井,shajing,18219,,,ERR:HTTP Error 429: Too 
485,财富公馆,深圳沙井镇中心北路(98工业城对面),宝安,沙井,shajing,4053,,,ERR:HTTP Error 429: Too 
486,麒麟名都,深圳沙井镇鸿荣源禧园北侧(11号地铁线沙井站出口处),宝安,沙井,shajing,8892,,,ERR:HTTP Error 429: Too 
487,黄埔花园,深圳沙井沙井东环路黄埔学校旁,宝安,沙井,shajing,5002,,,ERR:HTTP Error 429: Too 
488,星河名苑,深圳宝安区沙井街道西环路东侧,宝安,沙井,shajing,6859,,,ERR:HTTP Error 429: Too 
489,东乐花园(宝安),深圳宝安沙井镇政府后面,宝安,沙井,shajing,11649,,,ERR:HTTP Error 429: Too 
490,穗丰苑,深圳沙井宝安大道与新沙路交汇处,宝安,沙井,shajing,6159,,,ERR:HTTP Error 429: Too 
491,雅居园,深圳沙井宝安大道沙井路段,宝安,沙井,shajing,6170,,,ERR:HTTP Error 429: Too 
492,博岗大厦,深圳沙井中心区宝安大道边,宝安,沙井,shajing,13162,,,ERR:HTTP Error 429: Too 
493,裕盛华庭,深圳宝安大道万安路,宝安,沙井,shajing,7151,,,ERR:HTTP Error 429: Too 
494,民主丰泽园,深圳沙井民主大道与锦绣路口交汇处,宝安,沙井,shajing,5973,,,ERR:HTTP Error 429: Too 
495,濠景时代,深圳沙井镇民主大道,宝安,沙井,shajing,4991,,,ERR:HTTP Error 429: Too 
496,鸿达兴花园,深圳沙井中心区佳华商场和华润万家旁,宝安,沙井,shajing,6413,,,ERR:HTTP Error 429: Too 
497,怡安花园,深圳沙井路民主大道4号,宝安,沙井,shajing,5460,,,ERR:HTTP Error 429: Too 
498,华瑞阁,深圳宝安区沙井上星路,宝安,沙井,shajing,5942,,,ERR:HTTP Error 429: Too 
499,金沙名都,深圳南环路和西环路交汇处,宝安,沙井,shajing,5795,,,ERR:HTTP Error 429: Too 
500,沙井大厦,深圳宝安沙井大街,宝安,沙井,shajing,5036,,,ERR:HTTP Error 429: Too 
501,东鸿苑,深圳沙井上星村委对面,宝安,沙井,shajing,4213,,,ERR:HTTP Error 429: Too 
502,裕富苑花园,深圳宝安沙井天虹商场附近,宝安,沙井,shajing,6904,,,ERR:HTTP Error 429: Too 
503,阳光小城,深圳沙井街道北环路,宝安,沙井,shajing,3109,,,ERR:HTTP Error 429: Too 
504,沙井广场一号,深圳深圳市宝安区沙井街道创新路南侧,宝安,沙井,shajing,6107,,,ERR:HTTP Error 429: Too 
505,上寮花园住宅,深圳宝安区广深公路辅路,宝安,沙井,shajing,5736,,,ERR:HTTP Error 429: Too 
506,华美居,深圳深圳市宝安区沙井宝安大道禧园对面,宝安,沙井,shajing,6850,,,ERR:HTTP Error 429: Too 
507,上东区华府,深圳沙井中心路与南环路交汇处,宝安,沙井,shajing,4160,,,ERR:HTTP Error 429: Too 
508,鸿荣源禧园(商铺),深圳沙井宝安大道与新沙路交汇处,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
509,新富豪庭,深圳沙井新桥路段,宝安,沙井,shajing,3985,,,ERR:HTTP Error 429: Too 
510,新宝花园,深圳后亭村新宝股份,宝安,沙井,shajing,7395,,,ERR:HTTP Error 429: Too 
511,万科翡丽道,深圳沙井新沙路与环镇路交汇处(沙井街道办旁),宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
512,棕榈堡商铺,深圳沙井中心路东侧,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
513,沙一村,深圳宝安沙井西环路沙一村,宝安,沙井,shajing,3490,,,ERR:HTTP Error 429: Too 
514,田园之家,深圳深圳沙井沙一村西环中路,宝安,沙井,shajing,3218,,,ERR:HTTP Error 429: Too 
515,聚豪居,深圳深圳市宝安区沙井街道办新桥社区,宝安,沙井,shajing,3708,,,ERR:HTTP Error 429: Too 
516,神通大厦,深圳沙井镇步涌新和大道114号,宝安,沙井,shajing,5022,,,ERR:HTTP Error 429: Too 
517,新桥豪苑,深圳深圳市宝安区沙井镇新桥洋仔二路37,宝安,沙井,shajing,7318,,,ERR:HTTP Error 429: Too 
518,壆岗大厦,深圳宝安区沙井新沙路与宝安大道交汇处,宝安,沙井,shajing,12528,,,ERR:HTTP Error 429: Too 
519,冠城花园,深圳宝安区沙井镇中心路(华润万家对面),宝安,沙井,shajing,4804,,,ERR:HTTP Error 429: Too 
520,黄埔华庭花园,深圳沙井东环路276,宝安,沙井,shajing,4250,,,ERR:HTTP Error 429: Too 
521,金钻华庭,深圳沙井西环路与民主大道交汇处,宝安,沙井,shajing,3287,,,ERR:HTTP Error 429: Too 
522,粮食大厦,深圳沙井湖贝路南坊656号,宝安,沙井,shajing,2960,,,ERR:HTTP Error 429: Too 
523,长丰华庭,深圳南环路与中心路交汇处,宝安,沙井,shajing,3596,,,ERR:HTTP Error 429: Too 
524,新丰苑,深圳宝安区沙井镇中心路,宝安,沙井,shajing,11995,,,ERR:HTTP Error 429: Too 
525,海滨华城,深圳沙井南环路与滨海大道延长线(松福大道)交汇处,宝安,沙井,shajing,4062,,,ERR:HTTP Error 429: Too 
526,裕和花园,深圳宝安区沙井和一村锦程路好万年,宝安,沙井,shajing,4637,,,ERR:HTTP Error 429: Too 
527,宝安泰富华庭,深圳宝安沙井街道上星社区新二路,宝安,沙井,shajing,3885,,,ERR:HTTP Error 429: Too 
528,丽沙花都商铺,深圳宝安区沙井街道中心路东侧,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
529,凤凰家园,深圳宝安沙井北环路,宝安,沙井,shajing,4340,,,ERR:HTTP Error 429: Too 
530,汇源蚝庭,深圳宝安区沙井街道蚝乡路和松福大道交汇处,宝安,沙井,shajing,7208,,,ERR:HTTP Error 429: Too 
531,万丰村,深圳宝安沙井万丰中路万丰村,宝安,沙井,shajing,3678,,,ERR:HTTP Error 429: Too 
532,万佳裕雅苑,深圳沙井街道办后面辛养社区万佳裕雅苑,宝安,沙井,shajing,3872,,,ERR:HTTP Error 429: Too 
533,新苑雅筑,深圳沙井街道西环路与蚝乡路交叉处,宝安,沙井,shajing,10376,,,ERR:HTTP Error 429: Too 
534,星源雅苑,深圳沙井新沙路上星村委旁,宝安,沙井,shajing,4664,,,ERR:HTTP Error 429: Too 
535,沙井赛格电子市场,深圳宝安大道东侧沙井禧园二栋商场1—3楼,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
536,蚝二学府花园商铺,深圳宝安区沙井街道办事处蚝乡路,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
537,华盛西荟城·智荟中心,"深圳沿江新城新沙路与永通路交汇处,沙井国税局旁",宝安,沙井,shajing,22861,,,ERR:HTTP Error 429: Too 
538,麒麒花园,深圳宝安沙井裕客隆旁边,宝安,沙井,shajing,14709,,,ERR:HTTP Error 429: Too 
539,创新花园商铺,深圳宝安沙井天虹商场旁创新路,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
540,富通丽沙花都二期商铺,深圳沙井镇中心区,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
541,上寮花园,深圳宝安区广深公路辅路上寮批发市场旁,宝安,沙井,shajing,8896,,,ERR:HTTP Error 429: Too 
542,沙井义乌商贸城,深圳沙井街道创新路市民广场东200米,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
543,沙井大厦商铺,深圳沙井大街沙井路,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
544,星河名苑商铺,深圳宝安区沙井街道西环路东侧,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
545,壆岗大厦商铺,深圳宝安区沙井新沙路与宝安大道交汇处,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
546,博岗大厦商铺,深圳沙井中心区宝安大道边,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
547,长春花园商铺,深圳宝安区公明镇长春中路98号,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
548,城市丽都花园商铺,深圳宝安沙井市民广场天商场旁107国道边,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
549,春和雅苑商铺,深圳宝安大道与南环路交汇,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
550,长安汽车大厦(沙井),深圳宝安区沙井街道宝安大道旁,宝安,沙井,shajing,22108,,,ERR:HTTP Error 429: Too 
551,东乐花园(宝安)商铺,深圳宝安沙井镇政府后面,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
552,共和花园商铺,深圳深圳宝安沙井北环路旁,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
553,海欣田园商铺,深圳沙井街道民主大道北,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
554,濠景城商铺,深圳宝安区沙井街道民主大道旁,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
555,宏海汇盈大厦,深圳宝安区沙井镇中心路,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
556,恒源花园商铺,深圳沙井街道办对面,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
557,金钻华庭商铺,深圳沙井西环路与民主大道交汇处,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
558,聚豪居商铺,深圳深圳市宝安区沙井街道办新桥社区,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
559,嘉锋商务中心,深圳沙井中心路3号,宝安,沙井,shajing,20000,,,ERR:HTTP Error 429: Too 
560,坤宏商业大厦,深圳沙井街道新和大道,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
561,粮食大厦商铺,深圳沙井湖贝路南坊656号,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
562,名仕国际商铺,深圳宝安区沙井万丰社区107国道旁,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
563,名豪丽城商铺,深圳深圳市宝安区沙井街道中心路与上星南路交汇处,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
564,南浦花园,深圳沙井上南酒店高速路,宝安,沙井,shajing,9605,,,ERR:HTTP Error 429: Too 
565,鹏程花园商铺,深圳沙井镇步涌共和大道鹏程花园,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
566,麒麒花园(宝安)商铺,深圳宝安沙井裕客隆旁边,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
567,锐钧商务大厦,深圳宝安区沙井镇街道中心路108号,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
568,沙井时代中心,深圳宝安区沙井街道中心路东侧,宝安,沙井,shajing,12587,,,ERR:HTTP Error 429: Too 
569,沙井创业大厦,深圳宝安区沙井镇天中心路,宝安,沙井,shajing,29989,,,ERR:HTTP Error 429: Too 
570,时尚美商业广场,深圳上南大街111号,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
571,深圳西部义乌小商品批发城,深圳深圳市宝安区沙井街道西环路2009号,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
572,斯达尔酒店,深圳宝安区沙井镇中心路与咸田路交汇处,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
573,田园之家商铺,深圳深圳沙井沙一村西环中路,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
574,堂权大厦,深圳宝安区沙井镇中心路新桥村1号,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
575,天悦大厦,深圳宝安区沙井镇街道中心路110号,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
576,星光大厦,深圳沙井镇新沙路国美电器旁边180号星光大厦,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
577,新丰苑商铺,深圳宝安区沙井镇中心路,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
578,星悦豪庭商铺,深圳沙井街道办上星村,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
579,星际大厦,深圳宝安区沙井镇新沙路与中心路交汇处,宝安,沙井,shajing,13314,,,ERR:HTTP Error 429: Too 
580,新福大厦,深圳宝安区沙井镇中心路与咸田路交汇处,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
581,星河大厦,深圳宝安区沙井镇中心路与新沙路交汇,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
582,裕富苑花园商铺,深圳宝安沙井天虹商场旁创新路,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
583,卓越时代大厦,深圳沙井街道中心路与北环路交汇处,宝安,沙井,shajing,7496,,,ERR:HTTP Error 429: Too 
584,中星大厦,深圳宝安区沙井镇中心路与新沙路交汇,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
585,华盛·西荟城四期,深圳沙井街道新沙路与永通路交汇处,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
586,中亚硅谷海岸,深圳区沙井北环路与岗头路交汇口,宝安,沙井,shajing,37,,,ERR:HTTP Error 429: Too 
587,中熙香莎中央,深圳沙井中心沙中路与西茭塘路交汇处（麒麟山景大酒店东侧）,宝安,沙井,shajing,0,,,ERR:HTTP Error 429: Too 
588,佳华豪苑,深圳石岩街道石岩大道西侧,宝安,石岩,shiyan,14231,,,ERR:HTTP Error 429: Too 
589,石岩公馆,深圳石岩镇北环大道与上屋大道交汇处(社保局旁),宝安,石岩,shiyan,4964,,,ERR:HTTP Error 429: Too 
590,如意豪庭,深圳石岩街道如意路,宝安,石岩,shiyan,14697,,,ERR:HTTP Error 429: Too 
591,桃园居,深圳深圳市宝安区石岩镇北环大道与田心大道交汇处(园岭大道5号),宝安,石岩,shiyan,6664,,,ERR:HTTP Error 429: Too 
592,星湖名居,深圳宝安石岩松白路石岩街道办石岩汽车站旁,宝安,石岩,shiyan,5995,,,ERR:HTTP Error 429: Too 
593,恒富花园,深圳石岩街道园美社区,宝安,石岩,shiyan,4635,,,ERR:HTTP Error 429: Too 
594,阳台山庄,深圳宝安石岩大道东侧,宝安,石岩,shiyan,10929,,,ERR:HTTP Error 429: Too 
595,半山庄园,深圳北环路与田心路交汇处,宝安,石岩,shiyan,4877,,,ERR:HTTP Error 429: Too 
596,致富居,深圳石岩羊台山脚下,宝安,石岩,shiyan,5089,,,ERR:HTTP Error 429: Too 
597,君悦豪庭,深圳石岩街道如意路,宝安,石岩,shiyan,3687,,,NO_RESULT
598,松石苑,深圳石岩青年路20号(石岩中心小学对面),宝安,石岩,shiyan,3791,,,NO_RESULT
599,康荣庭院,深圳石岩塘头东海商业街,宝安,石岩,shiyan,4192,,,NO_RESULT
600,宏发世纪城,深圳宝石东路与羊台山路交汇处(机荷高速溪之谷出口),宝安,石岩,shiyan,18391,,,NO_RESULT
601,学府公寓,深圳宝安石岩羊台山路口,宝安,石岩,shiyan,5536,,,ERR:HTTP Error 429: Too 
602,鸿景花苑,深圳宝安区宝石东路,宝安,石岩,shiyan,5297,,,NO_RESULT
603,园美苑,深圳石岩街道田心大道园径村,宝安,石岩,shiyan,4951,,,NO_RESULT
604,苑都新村,深圳宝安石岩河与如意路交汇处,宝安,石岩,shiyan,6433,,,ERR:HTTP Error 429: Too 
605,嘉利大厦,深圳石岩街道塘头社区,宝安,石岩,shiyan,4956,114.2266929,22.556067,OK
606,舒心雅居,深圳石岩街道官田村黎光北一巷5、6号,宝安,石岩,shiyan,4573,,,ERR:HTTP Error 429: Too 
607,上屋雅苑,深圳上屋大道224号,宝安,石岩,shiyan,3857,,,ERR:HTTP Error 429: Too 
608,农艺大厦,深圳宝安石岩大道路口,宝安,石岩,shiyan,11604,,,ERR:HTTP Error 429: Too 
609,裕富居,深圳田心村15巷,宝安,石岩,shiyan,3519,,,ERR:HTTP Error 429: Too 
610,宏裕·石岩义乌小商品批发城,深圳深圳市宝安区石岩镇汽车总站对面,宝安,石岩,shiyan,0,,,ERR:HTTP Error 429: Too 
611,佳华豪苑商铺,深圳石岩街道石岩大道西侧,宝安,石岩,shiyan,0,,,ERR:HTTP Error 429: Too 
612,如意豪庭商铺,深圳石岩街道如意路,宝安,石岩,shiyan,0,,,NO_RESULT
613,石岩公馆商铺,深圳石岩镇北环大道与上屋大道交汇处(社保局旁),宝安,石岩,shiyan,0,,,ERR:HTTP Error 429: Too 
614,曦城商铺,深圳广深高速宝安出口招商华侨城,宝安,石岩,shiyan,0,,,ERR:HTTP Error 429: Too 
615,阳台山庄商铺,深圳宝安石岩大道东侧,宝安,石岩,shiyan,0,,,NO_RESULT
616,万科溪之谷,深圳石岩街道羊台山森林公园内(风景区旁、机荷高速以南的区域),宝安,石岩,shiyan,0,,,ERR:HTTP Error 429: Too 
